㔢	t͡ɕyəʔ²
握手	vaʔ²⁻⁴⁵ səu⁵³
揪片儿	t͡ɕʰiəu¹¹ pʰieɻ⁴⁵
揪片兒	t͡ɕʰiəu¹¹ pʰieɻ⁴⁵
揭	t͡ɕiəʔ²
揮	xuei¹¹
揽	læ̃⁵³
搀	t͡sʰæ̃¹¹
搂	ləu⁵³
搗砸	tau⁵³⁻¹¹ t͡saʔ⁵⁴
搗蛋	tau⁵³ tæ̃⁴⁵
搞	kau⁵³
搞对象	kau⁵³ tuei⁴⁵ ɕiɒ̃⁴⁵
搞對象	kau⁵³ tuei⁴⁵ ɕiɒ̃⁴⁵
搬	pæ̃¹¹
搬家	pæ̃¹¹ t͡ɕia¹¹
搬砖	pæ̃¹¹ t͡suæ̃¹¹
搬磚	pæ̃¹¹ t͡suæ̃¹¹
搶	t͡ɕʰiɒ̃⁵³
摆	pai⁵³
摆扎	pai⁵³ t͡saʔ²
摆架子	pai⁵³ t͡ɕia⁴⁵ t͡səʔ⁴
摟	ləu⁵³
摩托	mɤ¹¹ tʰuaʔ²
摸	maʔ
撅片儿	t͡ɕyəʔ² pʰieɻ⁴⁵
撅片兒	t͡ɕyəʔ² pʰieɻ⁴⁵
撈	lau¹¹
撈麵	lau¹¹ mie⁴⁵
撒手	saʔ²⁻⁴⁵ səu⁴⁵
撞	t͡sʰuɒ̃⁴⁵
撤	t͡sʰaʔ²
撥	paʔ²
播	pɤ¹¹
撲	pʰaʔ²
撵	nie⁵³
撺	t͡sʰuæ̃⁴⁵
擀	kæ̃⁵³
擀面杖	kæ̃⁵³ mie⁴⁵ t͡sɒ̃⁴⁵
擀麵杖	kæ̃⁵³ mie⁴⁵ t͡sɒ̃⁴⁵
擇	t͡saʔ⁵⁴
擒	t͡ɕʰiŋ¹¹
擓	kʰuai⁵³
擤	ɕi⁵³
擦	t͡sʰaʔ²
擦黑	t͡sʰaʔ²⁻⁵⁴ xəʔ²
擴	kʰuaʔ²
擺	pai⁵³
擺架子	pai⁵³ t͡ɕia⁴⁵ t͡səʔ⁴
擺紮	pai⁵³ t͡saʔ²
擾	ʐau⁵³
攆	nie⁵³
攏	luŋ⁵³
攏共	luŋ⁵³ kuŋ⁴⁵
攙	t͡sʰæ̃¹¹
攛	t͡sʰuæ̃⁴⁵
攬	læ̃⁵³
支	t͡sz̩¹¹
收	səu¹¹
收拾	səu¹¹ səʔ⁵⁴
收生	səu¹¹ səŋ¹¹
改	kai⁴⁵
改天	kai⁵³ tʰie¹¹
改錐	kai⁵³ t͡suei¹¹
改锥	kai⁵³ t͡suei¹¹
放	fɒ̃⁴⁵
放假	fɒ̃⁴⁵ t͡ɕia⁴⁵
放手	fɒ̃⁴⁵ səu⁵³
放虹	fɒ̃⁴⁵ t͡ɕiɒ̃⁵³
放錢	fɒ̃⁵³ t͡ɕʰie¹¹
放钱	fɒ̃⁵³ t͡ɕʰie¹¹
政	t͡səŋ⁴⁵
故	ku⁴⁵
故事	ku⁴⁵ sz̩⁵³
敏	miŋ⁵³
救	t͡ɕiəu⁴⁵
救火車	t͡ɕiəu⁴⁵ xuɤ⁵³ t͡sʰɤ¹¹
救火车	t͡ɕiəu⁴⁵ xuɤ⁵³ t͡sʰɤ¹¹
敗家子	pai⁴⁵ t͡ɕia¹¹ t͡sz̩⁵³
教	t͡ɕiau¹¹
教室	t͡ɕiau⁴⁵ səʔ²
敛	lie⁵³
敢	kæ̃⁵³
散	sæ̃⁵³
敦	tuŋ¹¹
敬	t͡ɕiŋ⁴⁵
数	su⁵³
数伏	su⁵³⁻¹¹ fəʔ⁵⁴
敲	t͡ɕʰiau¹¹
整	t͡səŋ⁵³
數	su⁵³
數伏	su⁵³⁻¹¹ fəʔ⁵⁴
斂	lie⁵³
文	vəŋ¹¹
文凭	vəŋ¹¹ piŋ⁵³
文憑	vəŋ¹¹ piŋ⁵³
文明棍	vəŋ¹¹ miŋ¹¹ kuŋ⁴⁵
斗	təu⁵³
料	liau⁴⁵
料子	liau⁴⁵ t͡səʔ⁴
料酒	liau⁴⁵ t͡ɕiəu⁵³
斜	ɕie¹¹
斤	t͡ɕiŋ¹¹
斧	fu⁵³
斩	t͡sæ̃⁵³
斬	t͡sæ̃⁵³
断	tuæ̃⁴⁵
断后	tuæ̃⁴⁵ xəu⁴⁵
断奶	tuæ̃⁴⁵ nai⁵³
断爪爪	tuæ̃⁵³ t͡sua⁵³ t͡sua⁵³⁻¹¹
斯	sz̩¹¹
新	ɕiŋ¹¹
新女婿	ɕiŋ¹¹ ny⁵³ ɕy⁴⁵
新姑爷	ɕiŋ¹¹ ku¹¹ ie¹¹
新姑爺	ɕiŋ¹¹ ku¹¹ ie¹¹
新娘子	ɕiŋ¹¹ niɒ̃¹¹ t͡səʔ²
新媳妇	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵
新媳妇儿	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵ əɻ¹¹⁻⁵³
新媳妇子	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵ t͡səʔ⁴
新媳婦	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵
新媳婦兒	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵ əɻ¹¹⁻⁵³
新媳婦子	ɕiŋ¹¹ ɕiəʔ² fu⁴⁵ t͡səʔ⁴
新郎	ɕiŋ¹¹ lɒ̃¹¹
新郎官儿	ɕiŋ¹¹ lɒ̃¹¹ kuæ̃ɻ¹¹
新郎官兒	ɕiŋ¹¹ lɒ̃¹¹ kuæ̃ɻ¹¹
斷	tuæ̃⁴⁵
斷奶	tuæ̃⁴⁵ nai⁵³
斷後	tuæ̃⁴⁵ xəu⁴⁵
斷爪爪	tuæ̃⁵³ t͡sua⁵³ t͡sua⁵³⁻¹¹
方	fɒ̃¹¹
方便面	fæ̃¹¹ pie⁴⁵ mie⁴⁵
方便麵	fæ̃¹¹ pie⁴⁵ mie⁴⁵
施	sz̩¹¹
旁	pʰɒ̃¹¹
旁門	pʰɒ̃¹¹ məŋ¹¹
旁门	pʰɒ̃¹¹ məŋ¹¹
旅	ly⁵³
旅店	ly⁵³ tie⁴⁵
旋	ɕye¹¹
旋笔刀	ɕye⁴⁵ piəʔ²⁻⁵⁴ tau¹¹
旋筆刀	ɕye⁴⁵ piəʔ²⁻⁵⁴ tau¹¹
旋風	ɕye⁴⁵ fəŋ¹¹
旋风	ɕye⁴⁵ fəŋ¹¹
族	t͡sʰuəʔ⁵⁴
旗	t͡ɕʰi¹¹
无	vu¹¹
无常	vu¹¹ t͡sʰɒ̃¹¹
无故	vu¹¹ ku⁴⁵
无烟煤	vu¹¹ ie¹¹ mei⁵³
无花果	vu¹¹ xua¹¹ kuɤ⁵³
日	ʐəʔ²
日历	ʐəʔ²⁻⁵³ liəʔ²
日哄	ʐəʔ²⁻⁴⁵ xuŋ⁵³
日头	ʐəʔ²⁻⁵⁴ təu¹¹
日子	ʐəʔ² t͡səʔ³
日怪	ʐəʔ² kuai⁴⁵
日曆	ʐəʔ²⁻⁵³ liəʔ²
日本	ʐəʔ²⁻⁴⁵ pəŋ⁵³
日脏	ʐəʔ²⁻⁵⁴ t͡sɒ̃¹¹
日頭	ʐəʔ²⁻⁵⁴ təu¹¹
日食	ʐəʔ²⁻⁴⁵ səʔ⁵⁴
日髒	ʐəʔ²⁻⁵⁴ t͡sɒ̃¹¹
旦	tæ̃⁴⁵
旧	t͡ɕiəu⁴⁵
早	t͡sau⁵³
早清	t͡sau⁵³ t͡ɕʰiŋ¹¹
早清飯	t͡sau⁵³ t͡ɕʰiŋ¹¹ fæ̃⁴⁵
早清饭	t͡sau⁵³ t͡ɕʰiŋ¹¹ fæ̃⁴⁵
早烧	t͡sau⁵³ sau⁴⁵
早燒	t͡sau⁵³ sau⁴⁵
早起	t͡sau⁵³⁻¹¹ t͡ɕʰi⁵³
旬	ɕyŋ¹¹
旱	xæ̃⁴⁵
旱伞	xæ̃⁴⁵ sæ̃⁵³
旱傘	xæ̃⁴⁵ sæ̃⁵³
旱地	xæ̃⁴⁵ ti⁴⁵
旱烟	xæ̃⁴⁵ ie¹¹
旱煙	xæ̃⁴⁵ ie¹¹
时	sz̩¹¹
时不时	sz̩¹¹ pəʔ²⁻⁵⁴ sz̩¹¹
时候	sz̩¹¹ xəu⁴⁵
旷课	kʰuɒ̃⁴⁵ kʰuɤ⁴⁵
昂	ɣɒ̃¹¹
昆	kʰuŋ¹¹
昌	t͡sʰɒ̃¹¹
明	miŋ¹¹
明天	miŋ¹¹ tʰie¹¹
明年	miŋ¹¹ nie¹¹
星	ɕiŋ¹¹
星宿	ɕi¹¹ ɕiəu⁴⁵
星星	ɕiŋ¹¹ ɕiŋ¹¹⁻⁴⁵
星期天	ɕiŋ¹¹ t͡ɕʰi¹¹ tʰie¹¹
映	iŋ⁴⁵
春	t͡sʰuŋ¹¹
春分	t͡sʰuŋ¹¹ fəŋ¹¹
春卷儿	t͡sʰuŋ¹¹ t͡ɕyeɻ⁵³
春天	t͡sʰuŋ¹¹ tʰie¹¹
春捲兒	t͡sʰuŋ¹¹ t͡ɕyeɻ⁵³
春期	t͡sʰuŋ¹¹ t͡ɕʰi¹¹
春耕	t͡sʰuŋ¹¹ kəŋ¹¹
昭	t͡sau¹¹
是	sz̩⁴⁵
昼	t͡səu⁴⁵
時	sz̩¹¹
時不時	sz̩¹¹ pəʔ²⁻⁵⁴ sz̩¹¹
時候	sz̩¹¹ xəu⁴⁵
晉	t͡ɕiŋ⁴⁵
晉劇	t͡ɕiŋ⁴⁵ t͡ɕy⁴⁵
晉語	t͡ɕiŋ⁴⁵ y⁵³
晋	t͡ɕiŋ⁴⁵
晋剧	t͡ɕiŋ⁴⁵ t͡ɕy⁴⁵
晋语	t͡ɕiŋ⁴⁵ y⁵³
晌午	sɒ̃⁵³⁻¹¹ vu⁵³
晏	ie⁴⁵
晒	sai⁴⁵
晒台	sai⁴⁵ tʰai¹¹
晒太阳	sai⁴⁵ tʰai⁴⁵ iɒ̃¹¹⁻⁵³
晓得	ɕiau⁵³ tiəʔ¹
晕	yŋ¹¹
晚	væ̃⁵³
晚烧	væ̃⁵³ sau⁴⁵
晚燒	væ̃⁵³ sau⁴⁵
晚秋	væ̃⁵³ t͡ɕʰiəu¹¹
晝	t͡səu⁴⁵
晨	t͡sʰəŋ¹¹
普	pʰu⁵³
景	t͡ɕiŋ⁵³
景致	t͡ɕiŋ⁵³ t͡sz̩⁴⁵
晴	t͡ɕʰiŋ¹¹
晶	t͡ɕiŋ¹¹
智	t͡sz̩⁴⁵
暈	yŋ¹¹
暑	su⁵³
暑假	su⁵³ t͡ɕia⁴⁵
暖	nuæ̃⁵³
暖墩墩	nuæ̃⁵³ tuŋ⁴⁵ tuŋ⁴⁵⁻⁵³
暖壶	nuæ̃⁵³ xu¹¹
暖壺	nuæ̃⁵³ xu¹¹
暖房	nuæ̃⁵³ fɒ̃¹¹
暖水袋	nuæ̃⁵³⁻¹¹ suei⁵³ tai⁴⁵
暖鞋	nuæ̃⁵³ xai¹¹
暗話	ɣæ̃⁴⁵ xua⁴⁵
暗话	ɣæ̃⁴⁵ xua⁴⁵
暮	mu⁴⁵
暴	pau⁴⁵
曆	liəʔ²
曆頭	liəʔ²⁻⁵⁴ tʰəu¹¹
曉得	ɕiau⁵³ tiəʔ¹
曝	pau⁵⁴
曠課	kʰuɒ̃⁴⁵ kʰuɤ⁴⁵
曬	sai⁴⁵
曬太陽	sai⁴⁵ tʰai⁴⁵ iɒ̃¹¹⁻⁵³
曬臺	sai⁴⁵ tʰai¹¹
曲	t͡ɕʰyəʔ²
曲尺	t͡ɕʰyəʔ²⁻⁵⁴ t͡sʰəʔ²
曲蟮	t͡ɕʰyəʔ² sæ̃⁴⁵
更	t͡ɕiŋ¹¹
書	su¹¹
書包	su¹¹ pau¹¹
替	tʰi⁴⁵
替死鬼	tʰi⁴⁵ sz̩⁵³⁻¹¹ kuei⁵³
最	t͡suei⁴⁵
會	xuei⁴⁵
月	yəʔ²
月中	yəʔ²⁻⁵⁴ t͡suŋ¹¹
月亮	yəʔ² liɒ̃⁴⁵
月亮有災難	yəʔ² liɒ̃⁴⁵ iəu⁵³ t͡sai¹¹ næ̃⁴⁵
月亮有灾难	yəʔ² liɒ̃⁴⁵ iəu⁵³ t͡sai¹¹ næ̃⁴⁵
月亮門	yəʔ² liɒ̃⁴⁵ məŋ¹¹
月亮门	yəʔ² liɒ̃⁴⁵ məŋ¹¹
月份	yəʔ² fəŋ⁴⁵
月份牌儿	yəʔ² fəŋ⁴⁵ pʰɐɻ¹¹
月份牌兒	yəʔ² fəŋ⁴⁵ pʰɐɻ¹¹
月初	yəʔ²⁻⁵⁴ t͡sʰu¹¹
月子	ye²⁻⁵⁴ t͡səʔ¹
月子病	ye²⁻⁵⁴ t͡səʔ¹ piŋ⁴⁵
月季	yəʔ² t͡ɕi⁴⁵
月底	yəʔ²⁻⁴⁵ ti⁵³
月明	yəʔ²⁻⁵⁴ mi¹¹
月明地	yəʔ²⁻⁵⁴ mi¹¹ ti⁴⁵
月明爷	yəʔ²⁻⁵⁴ mi¹¹ ie¹¹
月明爺	yəʔ²⁻⁵⁴ mi¹¹ ie¹¹
月明牙	yəʔ²⁻⁵⁴ mi¹¹ nia¹¹
月球	yəʔ²⁻⁵⁴ t͡ɕʰiəu¹¹
月票	yəʔ² pʰiau⁴⁵
月經	yəʔ²⁻⁴⁵ t͡ɕiŋ¹¹
月經帶	yəʔ²⁻⁵³ t͡ɕiŋ¹¹ tai⁴⁵
月经	yəʔ²⁻⁴⁵ t͡ɕiŋ¹¹
月经带	yəʔ²⁻⁵³ t͡ɕiŋ¹¹ tai⁴⁵
月食	ye²⁻⁴⁵ səʔ⁵⁴
月餅	yəʔ²⁻⁴⁵ piŋ⁵³
月饼	yəʔ²⁻⁴⁵ piŋ⁵³
有	iəu⁵³
有两下子	iəu⁵³⁻¹¹ liɒ̃⁵³ ɕia⁴⁵ t͡səʔ⁴
有兩下子	iəu⁵³⁻¹¹ liɒ̃⁵³ ɕia⁴⁵ t͡səʔ⁴
有錢	iəu⁴⁵ t͡ɕʰie¹¹
有钱	iəu⁴⁵ t͡ɕʰie¹¹
朋	pʰəŋ¹¹
朋友	pʰəŋ¹¹ iəu⁵³
服	fəʔ⁵⁴
朗	lɒ̃⁵³
望	vɒ̃⁴⁵
望远镜	vɒ̃⁴⁵ ye⁵³ t͡ɕiŋ⁴⁵
望遠鏡	vɒ̃⁴⁵ ye⁵³ t͡ɕiŋ⁴⁵
朝阳	t͡sʰau¹¹ iɒ̃¹¹
朝陽	t͡sʰau¹¹ iɒ̃¹¹
期	t͡ɕʰi¹¹
木	məʔ²
木匠	məʔ² t͡ɕiɒ̃⁴⁵
木头	məʔ² tʰəu⁴⁵
木头人	məʔ² tʰəu⁴⁵ ʐəŋ¹¹
木子李	məʔ²⁻⁴⁵ t͡sz̩⁵³ li⁵³
木字旁	məʔ² t͡sz̩⁴⁵ pɒ̃¹¹
木瓜	məʔ²⁻⁵⁴ kua¹¹
木耳	məʔ²⁻⁴⁵ əɻ⁵³
木頭	məʔ² tʰəu⁴⁵
木頭人	məʔ² tʰəu⁴⁵ ʐəŋ¹¹
未	vei⁴⁵
本	pəŋ⁵³
本事	pəŋ⁵³ sz̩⁴⁵
本命年	pəŋ⁵³ miŋ⁴⁵ nie¹¹
本地	pəŋ⁵³ ti⁴⁵
本地人	pəŋ⁵³ ti⁴⁵ ʐəŋ¹¹
本地話	pəŋ⁵³ ti⁴⁵ xua⁴⁵
本地话	pəŋ⁵³ ti⁴⁵ xua⁴⁵
本本	pəŋ⁵³ pəŋ⁵³⁻¹¹
术	suəʔ²
朱	t͡su¹¹
朱紅	t͡su¹¹ xuŋ¹¹
朱红	t͡su¹¹ xuŋ¹¹
朵	tuɤ⁵³
机	t͡ɕiəʔ²
机关枪	t͡ɕi¹¹ kuæ̃¹¹ t͡ɕʰiɒ̃¹¹
机器面	t͡ɕi¹¹ t͡ɕʰi⁴⁵ mie⁴⁵
机子	t͡ɕi¹¹ t͡səʔ²
机油	t͡ɕi¹¹ iəu¹¹
杀	saʔ²
杀价	saʔ² t͡ɕia⁴⁵
杀刮	saʔ²⁻⁵⁴ kuaʔ²
杀割	saʔ²⁻⁵⁴ kuaʔ²
杀棋	saʔ²⁻⁵⁴ t͡ɕʰi¹¹
杀猪的	saʔ²⁻⁵⁴ t͡su¹¹ təʔ²
杂	t͡saʔ⁵⁴
杂割	t͡saʔ⁵⁴ kaʔ²
杂货店	t͡saʔ⁵⁴⁻² xuɤ⁴⁵ tie⁴⁵
权	t͡ɕʰye¹¹
杈	t͡sʰa⁴⁵
杉	sæ̃¹¹
李	li⁵³
李子	li⁵³ t͡səʔ¹
杏	ɕiŋ⁴⁵
杏儿	ɕiŋ⁴⁵ əɻ⁵³
杏兒	ɕiŋ⁴⁵ əɻ⁵³
杜	tu⁴⁵
条	tʰiau¹¹
来	lai¹¹
来往	lai¹¹ vɒ̃⁵³
来路	lai¹¹ ləu⁴⁵
杨	iɒ̃¹¹
杯	pei¹¹
杯子	pei¹¹ t͡səʔ²
東	tuŋ¹¹
東半切	tuŋ¹¹ pæ̃⁴⁵ t͡ɕʰiaʔ²
東夷	tuŋ¹¹ i¹¹
東西	tuŋ¹¹ ɕi¹¹⁻⁴⁵
松	suŋ¹¹
松圪蛋	suŋ¹¹ kəʔ⁵⁴⁻² tæ̃⁴⁵
松圪針	suŋ¹¹ kəʔ⁵⁴ t͡səŋ¹¹
松圪针	suŋ¹¹ kəʔ⁵⁴ t͡səŋ¹¹
松子儿	suŋ¹¹ t͡səɻ⁴⁵
松子兒	suŋ¹¹ t͡səɻ⁴⁵
松手	suŋ¹¹ səu⁵³
松明子	suŋ¹¹ miŋ¹¹ t͡səʔ²
松花	suŋ¹¹ xua¹¹
松花蛋	suŋ¹¹ xua¹¹ tæ̃⁴⁵
松香	suŋ¹¹ ɕiɒ̃¹¹
板	pæ̃⁵³
板子	pæ̃⁵³ t͡səʔ¹
板胡	pæ̃⁵³ xu¹¹
板跷	pæ̃⁵³ t͡ɕʰiau¹¹
板蹺	pæ̃⁵³ t͡ɕʰiau¹¹
极	t͡ɕiəʔ²
构	kəu⁴⁵
析	ɕiəʔ²
枕	t͡səŋ⁵³
枕头	t͡səŋ⁵³ tʰəu¹¹
枕頭	t͡səŋ⁵³ tʰəu¹¹
林	liŋ¹¹
林地蘑菇	liŋ¹¹ ti⁴⁵ mɤ¹¹ kɤ¹¹
果	kuɤ⁵³
果园子	kuɤ⁵³ ye¹¹ t͡səʔ²
果園子	kuɤ⁵³ ye¹¹ t͡səʔ²
果树	kuɤ⁵³ su⁴⁵
果樹	kuɤ⁵³ su⁴⁵
枝	t͡sz̩¹¹
枣	t͡sau⁵³
枣儿	t͡sau⁵³ əɻ¹¹
枪	t͡ɕʰiɒ̃¹¹
枪子子	t͡ɕʰiɒ̃¹¹ t͡sz̩⁵³ t͡sz̩⁵³⁻¹¹
枪崩	t͡ɕʰiɒ̃¹¹ pəŋ¹¹
枫	fəŋ¹¹
枯	kʰu¹¹
架	t͡ɕia⁴⁵
某	mu¹¹
柚	iəu⁴⁵
柚子	iəu⁴⁵ t͡səʔ⁴
柜	kuei⁴⁵
柜子	kuei⁴⁵ t͡səʔ⁴
柠	niŋ¹¹
柠檬	niŋ¹¹ məŋ¹¹
柬	t͡ɕie⁵³
柱	t͡su⁴⁵
柱子	t͡su⁴⁵ t͡səʔ²
柳	liəu⁵³
柳树	liəu⁵³ su⁴⁵
柳樹	liəu⁵³ su⁴⁵
柴	t͡sʰai¹¹
柴火	t͡sʰai¹¹ xuɤ⁵³
柴禾	t͡sʰai¹¹ xuɤ⁴⁵
柵	t͡sa⁴⁵
柵柵	t͡sa⁴⁵ t͡sa⁴⁵⁻⁵³
柿	sz̩⁴⁵
柿子	sz̩⁴⁵ t͡səʔ⁴
栅	t͡sa⁴⁵
栅栅	t͡sa⁴⁵ t͡sa⁴⁵⁻⁵³
栏杆	læ̃¹¹ kæ̃¹¹
树	su⁴⁵
树叶子	su⁴⁵ iəʔ²⁻⁵⁴ t͡səʔ¹
树圪杈	su⁴⁵ kəʔ⁵⁴⁻² t͡sʰa⁴⁵
树林子	su⁴⁵ liŋ¹¹ t͡səʔ²
树枝子	su⁴⁵ t͡sz̩¹¹ t͡səʔ²
树根子	su⁴⁵ kəŋ¹¹ t͡səʔ²
树梢子	su⁴⁵ sau¹¹ t͡səʔ²
树苗苗	su⁴⁵ miau¹¹ miau¹¹⁻⁴⁵
树身子	su⁴⁵ səŋ¹¹ t͡səʔ²
栗子	liəʔ² t͡səʔ³
校	ɕiau⁴⁵
样	iɒ̃⁴⁵
样子	iɒ̃⁴⁵ t͡səʔ⁴
核	xəʔ⁵⁴
核心	xəʔ⁵⁴ ɕiŋ¹¹
核桃	kəʔ⁵⁴ tʰau¹¹
核算	xəʔ⁵⁴⁻² suæ̃⁴⁵
根	kəŋ¹¹
根本	kəŋ¹¹ pəŋ⁵³
格	kaʔ²
桂	kuei⁴⁵
桂圆	kuei⁴⁵ ye¹¹
桂圓	kuei⁴⁵ ye¹¹
桃	tʰau¹¹
桃儿	tʰau¹¹ əɻ¹¹
桃兒	tʰau¹¹ əɻ¹¹
桅	vei¹¹
桅杆	vei¹¹ kæ̃¹¹
框	kʰuɒ̃⁴⁵
案	ɣæ̃⁴⁵
案板	ɣæ̃⁴⁵ pæ̃⁵³
桌	t͡suaʔ²
桌子	t͡suaʔ² t͡səʔ³
桌布	t͡suaʔ² pu⁴⁵
桐	tʰuŋ¹¹
桐籽	tʰuŋ¹¹ t͡sz̩⁵³
桑	sɒ̃¹¹
桑叶	sɒ̃¹¹ iəʔ²
桑树	sɒ̃¹¹ su⁴⁵
桑樹	sɒ̃¹¹ su⁴⁵
桑葉	sɒ̃¹¹ iəʔ²
桑葚	sɒ̃¹¹ səŋ⁴⁵
桥	t͡ɕʰiau¹¹
桶	tʰuŋ⁵³
梁	liɒ̃¹¹
梅	mei¹¹
梗	kəŋ⁵³
條	tʰiau¹¹
梢	sau¹¹
梦	məŋ⁴⁵
梦话	məŋ⁴⁵ xua⁴⁵
梨	li¹¹
梨儿	li¹¹ əɻ¹¹
梨兒	li¹¹ əɻ¹¹
梯	tʰi¹¹
梯子	tʰi¹¹ t͡səʔ²
梳	su¹¹
棄	t͡ɕʰi⁴⁵
棉	mie¹¹
棉桃	mie¹¹ tʰau¹¹
棉線	mie¹¹ ɕie⁴⁵
棉线	mie¹¹ ɕie⁴⁵
棉花	mie¹¹ xua¹¹
棉衣裳	mie¹¹ i¹¹ sɒ̃⁴⁵
棉袄	mie¹¹ ɣau⁵³
棉襖	mie¹¹ ɣau⁵³
棉鞋	mie¹¹ ɕie¹¹
棋	t͡ɕʰi¹¹
棒	pɒ̃⁴⁵
棕	t͡suŋ¹¹
棗	t͡sau⁵³
棗兒	t͡sau⁵³ əɻ¹¹
森	səŋ¹¹
棺	kuæ̃¹¹
棺材	kuæ̃¹¹ t͡sʰai¹¹
椅子	i⁵³ t͡səʔ¹
植	t͡səʔ⁵⁴
椒	t͡ɕiau¹¹
椽	t͡sʰuæ̃¹¹
楊	iɒ̃¹¹
楓	fəŋ¹¹
楔	ɕiəʔ²
楔子	ɕiəʔ² t͡səʔ³
楚	t͡sʰu⁵³
楝	lie⁴⁵
楦	ɕye⁴⁵
業	iəʔ²
極	t͡ɕiəʔ²
楷书	kʰai⁵³ su¹¹
楷書	kʰai⁵³ su¹¹
楼	ləu¹¹
楼上	ləu¹¹ xɒ̃⁴⁵
楼底下	ləu¹¹ ti⁵³ xa⁴⁵
楼梯	ləu¹¹ tʰi¹¹
概	kai⁴⁵
榄	læ̃⁵³
榜	pɒ̃⁵³
榨	t͡sa⁴⁵
榮	yŋ¹¹
構	kəu⁴⁵
槌	t͡sʰuei¹¹
槌头	t͡sʰuei¹¹ tʰəu⁴⁵
槌頭	t͡sʰuei¹¹ tʰəu⁴⁵
槍	t͡ɕʰiɒ̃¹¹
槍子子	t͡ɕʰiɒ̃¹¹ t͡sz̩⁵³ t͡sz̩⁵³⁻¹¹
槍崩	t͡ɕʰiɒ̃¹¹ pəŋ¹¹
槐花	xuai¹¹ xua¹¹
槽牙	t͡sʰau¹¹ nia¹¹
樂	yəʔ²
樓	ləu¹¹
樓上	ləu¹¹ xɒ̃⁴⁵
樓底下	ləu¹¹ ti⁵³ xa⁴⁵
樓梯	ləu¹¹ tʰi¹¹
樟	t͡sɒ̃¹¹
樣	iɒ̃⁴⁵
樣子	iɒ̃⁴⁵ t͡səʔ⁴
樱桃	iŋ¹¹ tʰau¹¹
樹	su⁴⁵
樹圪杈	su⁴⁵ kəʔ⁵⁴⁻² t͡sʰa⁴⁵
樹林子	su⁴⁵ liŋ¹¹ t͡səʔ²
樹枝子	su⁴⁵ t͡sz̩¹¹ t͡səʔ²
樹根子	su⁴⁵ kəŋ¹¹ t͡səʔ²
樹梢子	su⁴⁵ sau¹¹ t͡səʔ²
樹苗苗	su⁴⁵ miau¹¹ miau¹¹⁻⁴⁵
樹葉子	su⁴⁵ iəʔ²⁻⁵⁴ t͡səʔ¹
樹身子	su⁴⁵ səŋ¹¹ t͡səʔ²
橄	kæ̃⁵³
橄榄	kæ̃⁵³⁻¹¹ læ̃⁵³
橄欖	kæ̃⁵³⁻¹¹ læ̃⁵³
橋	t͡ɕʰiau¹¹
橘	t͡ɕyəʔ²
橘子	t͡ɕyəʔ² t͡səʔ³
橘紅	t͡ɕyəʔ²⁻⁵⁴ xuŋ¹¹
橘絡	t͡ɕyəʔ²⁻⁵⁴ luəʔ²
橘红	t͡ɕyəʔ²⁻⁵⁴ xuŋ¹¹
橘络	t͡ɕyəʔ²⁻⁵⁴ luəʔ²
橘黃	t͡ɕyəʔ²⁻⁵⁴ xuɒ̃¹¹
橘黄	t͡ɕyəʔ²⁻⁵⁴ xuɒ̃¹¹
橙	t͡sʰəŋ¹¹
機	t͡ɕiəʔ²
機器麵	t͡ɕi¹¹ t͡ɕʰi⁴⁵ mie⁴⁵
機子	t͡ɕi¹¹ t͡səʔ²
機油	t͡ɕi¹¹ iəu¹¹
機關槍	t͡ɕi¹¹ kuæ̃¹¹ t͡ɕʰiɒ̃¹¹
檬	məŋ¹¹
檯	tʰai¹¹
檯燈	tʰai¹¹ təŋ¹¹
檸	niŋ¹¹
檸檬	niŋ¹¹ məŋ¹¹
櫃	kuei⁴⁵
櫃子	kuei⁴⁵ t͡səʔ⁴
櫻桃	iŋ¹¹ tʰau¹¹
欄杆	læ̃¹¹ kæ̃¹¹
權	t͡ɕʰye¹¹
欖	læ̃⁵³
欠	t͡ɕʰie⁴⁵
次	t͡sʰz̩⁴⁵
欢	xuæ̃¹¹
欣	ɕiŋ¹¹
欲	yəʔ⁵⁴
欽	t͡ɕʰiŋ¹¹
歇	ɕiəʔ²
歇晌	ɕiəʔ²⁻⁴⁵ sɒ̃⁵³
歌	kɤ¹¹
歌詞	kɤ¹¹ t͡sʰz̩¹¹
歌词	kɤ¹¹ t͡sʰz̩¹¹
歡	xuæ̃¹¹
止	t͡sz̩⁵³
正手	t͡səŋ⁴⁵ səu⁵³
正月十五	t͡səŋ¹¹ yəʔ² səʔ⁵⁴ vu⁵³
此	t͡sʰz̩⁵³
步	pu⁴⁵
武	vu⁵³
武旦	vu⁵³ tæ̃⁴⁵
歧	t͡ɕʰi¹¹
歪	vai¹¹
歲	suei⁴⁵
歲數	suei⁴⁵ su⁵³
歸	kuei¹¹
死	sz̩⁵³
死刑	sz̩⁵³ ɕiŋ¹¹
死疙瘩	sz̩⁵³ kəʔ²⁻⁵⁴ taʔ²
残	t͡sʰæ̃¹¹
殖	t͡səʔ⁵⁴
