# Harakat restoration lexicon (COVERAGE layer) — undiacritized skeleton ⇥ our vocalization.
# ⚠ LICENCE: GPL-3.0 (per-file fence) — NOT CC-BY-SA like the sibling riders.
# Source: g2p-inversion over espeak-ng dictsource/ps_list (GPL-3.0, Hanif Rahman) + wikipron + kaikki.
# 12535 of 13828 rows are reachable only from the GPL source. Only the SHORT-VOWEL PLACEMENT
# derives from it — espeak's phoneme strings are never copied; the consonants are our g2p's.
# See src/languages/pashto/lexicon.PROVENANCE.md and LICENSES/PROVENANCE.md §4.
# Regenerate: tools/perso-arabic/invert_harakat.ts --lexicon → tools/perso-arabic/export_lexicons.sh
# Non-identity rows only (a bare-skeleton row is a no-op — g2p already yields that IPA). See PROVENANCE.md.
آبخانە	آبخانَە
تحريکونو	تَحريکُونو
تحريکوي	تحريکَوي
تحرک	تَحرَک
تحریب	تَحریب
تحریر	تَحریر
تحریف	تَحریف
تحریفول	تَحریفُول
تحریفونو	تَحریفُونُو
تحریم	تَحریم
تحریمونو	تَحریمُونُو
تحریموي	تحریمَوي
تحریمي	تَحریمي
تحریمی	تَحریمِی
تحریک	تَحریک
تحریکولو	تَحریکُولو
تحریکونه	تحریکُونه
تحریکونو	تَحریکُونُو
تحریکوي	تحریکَوي
تحریکې	تَحریکې
تحرېک	تَحرېک
تحرېکونو	تَحرېکُونُو
تحسبن	تَحْسْبَن
تحسن	تَحسَن
تحسين	تَحسين
تحسین	تَحسین
تحشيه	تحْشيه
تحـــــــــــــــــــــرک	تَحـــــــــــــــــــــرَک
تحــــفو	تَحــــفُو
تحـفو	تَحـفُو
تحف	تَحْف
تحفة	تَحفَة
تحفو	تَحفُو
تحفى	تَحفِى
تحفي	تَحفي
تحفی	تَحفِی
تحفې	تَحفې
تحقق	تَحقَق
تحقي	تَحقي
تحقير	تَحقير
تحقيركړي	تَحقيرْكْړي
تحقيرول	تَحقيرُول
تحقيروي	تحقيرَوي
تحقيق	تَحقيق
تحقيقي	تَحقيقي
تحقيقی	تَحقيقِی
تحقی	تَحقِی
تحقیر	تَحقیر
تحقیق	تَحقیق
تحقیقق	تَحقیقْق
تحقیقونو	تَحقیقُونُو
تحقیقي	تَحقیقي
تحقیقی	تَحقیقِی
تحقېق	تَحقېق
تحكم	تَحكَم
تحكيم	تَحكيم
تحليف	تَحليف
تحليل	تَحليل
تحليلر	تَحليلَر
تحليلو	تَحليلُو
تحليلونه	تحليلُونه
تحليلونو	تَحليلُونُو
تحليلوي	تحليلَوي
تحليلى	تَحليلِى
تحليلي	تَحليلي
تحليلګر	تَحليلګَر
تحليلگر	تَحليلگَر
تحليلی	تَحليلِی
تحليلې	تَحليلې
تحليه	تحْليه
تحليګر	تَحليګَر
تحلیف	تَحلیف
تحلیل	تَحلیل
تحلیلونه	تحلیلُونه
تحلیلونو	تَحلیلُونُو
تحلیلونولړۍ	تحلیلُونُولړۍ
تحلیلوي	تحلیلَوي
تحلیلي	تَحلیلي
تحلیلګر	تَحلیلګَر
تحلیلگر	تَحلیلگَر
تحلیلی	تَحلیلِی
تحلېل	تَحلېل
تحم	تَحَم
تحمل	تَحَمَل
تحمله	تحَمَله
تحميد	تَحميد
تحميدي	تَحميدي
تحميق	تَحميق
تحميل	تَحميل
تحميلول	تَحميلُول
تحميلولو	تَحميلُولو
تحميلوي	تحميلَوي
تحميلي	تَحميلي
تحميلی	تَحميلِی
تحمیق	تَحمیق
تحمیل	تَحمیل
تحمیلولو	تَحمیلُولو
تحمیلوی	تحمیلَوی
تحمیلي	تَحمیلي
تحمیلږی	تَحمیلږی
تحمیلیږی	تَحمیلیږَی
تحنیکي	تَحنیکي
تحنیکی	تَحنیکِی
تحه	تَحه
تحو	تَحُو
تحول	تحوْل
تحي	تَحي
تحير	تَحير
تحيق	تَحيق
تحينو	تَحينُو
تحکم	تَحکُم
تحکيم	تَحکيم
تحی	تَحِی
تحې	تَحې
تخنكي	تخْنكي
تخنول	تخنُول
تخنولې	تخنُولې
تخنوم	تخنُوم
تخنونو	تخنُونو
تخنونې	تخنُونې
تخنوه	تخنَوه
تخنوي	تخنَوي
تخنوې	تخنَوې
تخنيكربه	تخنيكْربه
تخنيكى	تخنيكِى
تخنيکى	تخنيکِى
تخنيکی	تخنيکِی
تخنکي	تخْنکي
تخنیکی	تخنیکِی
تخنېکی	تخنېکِی
تخیلی	تخیلِی
تدبــير	تدبِــير
تدبيركړه	تدبيرْكْړه
تدبیرد	تدبیرْد
تدبیرش	تدبیرْش
تدخلو	تدخُلو
تدر	تدْر
تدرجي	تدْرجي
تدريجى	تدريجِى
تدريجی	تدريجِی
تدريسول	تدريسُول
تدريسوي	تدريسَوي
تدريسى	تدريسِى
تدرټولو	تدْرْټولو
تدریجأ	تدریجَأ
تدریجی	تدریجِی
تدریسی	تدریسِی
تدعون	تدعُون
تدعوه	تدعَوه
تذبذب	تذْبذب
تذكره	تذْكره
تذكرو	تذْكرو
تذكرې	تذْكرې
تذل	تذْل
تذکرة	تذْکرَة
تذکرت	تذْکرت
تذکره	تذْکره
تذکرو	تذْکرو
تذکروويشل	تذْکروويشل
تذکرووېشل	تذْکرووېشل
تذکرى	تذْکرِى
تذکری	تذْکرِی
تذکرې	تذْکرې
تذکيه	تذکَيه
تذکيې	تذکَيې
تذکیری	تذکیرِی
ترب	ترْب
تربتو	ترْبتُو
تربتې	ترْبتې
تربجن	ترْبجن
تربحث	ترْبحث
تربدترو	تربدْتْرو
تربرو	ترْبرو
تربرونه	ترْبرُونه
تربرونو	ترْبرُونو
تربريد	ترْبريد
تربريده	ترْبريده
تربرید	ترْبرید
تربریده	ترْبریده
تربریدونو	ترْبریدُونو
تربرېدونو	ترْبرېدُونو
تربشپړې	تربشْپْړې
تربله	ترْبله
تربلي	ترْبلي
تربلی	ترْبلِی
تربلې	ترْبلې
تربمي	ترْبمي
تربورګلوئ	تربورْګْلوئ
تربورګلۍ	تربورْګْلۍ
تربيتى	تربيتِى
تربيون	تربِيون
تربيې	تربِيې
تربټۍ	ترْبټۍ
تربګنى	تربګنِى
تربګنی	تربګنِی
تربګینت	ترْبګینْت
تربی	تربِی
تربیتی	تربیتِی
تربیون	تربِیون
تربیې	تربِیې
ترتبه	ترْتبه
ترتشو	ترْتشو
ترتفع	ترْتفع
ترتله	ترْتله
ترتلو	ترْتلو
ترتولـو	ترتولْـو
ترتړل	ترْتْړل
ترجدي	ترْجدي
ترجرمنۍ	ترجرْمنۍ
ترجروبو	ترْجروبو
ترجمة	ترْجمَة
ترجمه	ترْجمه
ترجمو	ترْجمو
ترجمي	ترْجمي
ترجمين	ترْجمين
ترجمۀ	ترْجمۀ
ترجمی	ترْجمِی
ترجمې	ترْجمې
ترجنوبه	ترجنوْبه
ترجوړښت	ترجوړښْت
ترح	ترْح
ترحده	ترْحده
ترحسين	ترْحسين
ترحشم	ترْحشم
ترحقیقت	ترْحقیقت
ترحكومت	ترحُكُومَت
ترحمون	ترْحمُون
ترحکم	ترحکْم
ترخ	ترْخ
ترختنله	ترختْنله
ترخته	ترْخته
ترخرڅولو	ترخرڅُولو
ترخــــــــــــــــ	ترْخْــــــــــــــــ
ترخپ	ترْخْپ
ترخپریدو	ترْخْپریدو
ترخپل	ترْخْپل
ترخپله	ترْخْپله
ترخپلو	ترْخْپلو
ترخپلي	ترْخْپلي
ترخپلی	ترْخْپلِی
ترخپلې	ترْخْپلې
ترخځه	ترْخْځه
ترخګر	ترْخْګر
ترخګرو	ترْخْګرو
ترخګرى	ترْخْګرِى
ترخی	ترخِی
ترد	ترْد
تردرزونو	تردرزُونو
تردرم	تردرْم
تردري	ترْدري
تردريمی	ترْدريمِی
تردری	ترْدرِی
تردرې	ترْدرې
تردلبره	تردلْبره
تردمه	ترْدمه
تردوسو	تردَوسو
تردولتي	تردَولْتي
تردولسم	تردَولْسم
تردومره	تردَومْره
تردونیم	تردَونیم
تردى	تردِى
ترديدونو	ترديدُونو
ترديدکړيدې	ترديدْکْړيدې
ترديدی	ترديدِی
ترديرش	ترديرْش
تردی	تردِی
تردیدونو	تردیدُونو
تردیدی	تردیدِی
تردېرش	تردېرْش
تررسمي	ترْرْسمي
تررسيدو	ترْرْسيدو
تررسیدو	ترْرْسیدو
تررسېدلو	ترْرْسېدلو
ترروزنی	ترروزنِی
تررکوع	ترْرْکُوع
ترریښتینی	ترریښتینِی
ترز	ترْز
ترزره	ترْزره
ترزنه	ترْزنه
ترزني	ترْزْني
ترزنی	ترْزْنِی
ترزنې	ترْزْنې
ترزړښت	ترْزْړْښْت
ترزګه	ترْزګه
ترس	ترْس
ترسبقو	ترْسْبْقو
ترست	ترْسْت
ترستر	ترْسْتر
ترسترګو	ترْسْترګو
ترسترګومې	ترْسْترګومې
ترسترګونه	ترْسْترګونه
ترسترګوښه	ترْسْترګوښه
ترسترګوکیده	ترْسْترګوکیده
ترسترگو	ترْسْترگو
ترستـرګـو	ترْسْتـرګْـو
ترستـرگو	ترْسْتـرگو
ترستم	ترْسْتم
ترستورو	ترْسْتورو
ترستوني	ترْسْتُوني
ترستونی	ترْسْتُونِی
ترستونې	ترْسْتونې
ترستړی	ترْسْتْړِی
ترسخت	ترسخْت
ترسختی	ترسختِی
ترسرحده	ترسرْحده
ترسرشوه	ترسرْشوه
ترسره	ترْسره
ترســـــــره	ترْســـــــره
ترسفر	ترْسْفر
ترسقوط	ترْسْقُوط
ترسلو	ترْسلو
ترسلونور	ترْسلُونور
ترسليک	ترْسليک
ترسلګونو	ترسلګُونو
ترسمندره	ترْسمنْدْره
ترسيمولو	ترسيمُولو
ترسيمولې	ترسيمُولې
ترسپك	ترْسْپك
ترسپين	ترْسْپين
ترسپیدو	ترْسْپیدُو
ترسپیځلی	ترْسْپیځلِی
ترسیموله	ترسیمُوله
ترش	ترْش
ترشبنم	ترْشْبنم
ترشتون	ترْشْتُون
ترشح	ترْشْح
ترشخصي	ترْشْخْصي
ترشخړو	ترْشْخْړُو
ترشك	ترْشْك
ترشل	ترْشْل
ترشلمي	ترْشْلمي
ترشلو	ترْشْلُو
ترشمری	ترْشْمرِی
ترشنه	ترْشْنه
ترشو	ترشُو
ترشپول	ترْشْپُول
ترشپيته	ترْشْپيته
ترشپیتو	ترْشْپیتُو
ترشپې	ترْشْپې
ترشپېته	ترْشْپېته
ترشپېتونه	ترْشْپېتُونه
ترشک	ترْشْک
ترشکنجې	ترْشْکنجې
ترصبح	ترصبْح
ترصوفیه	ترصُوفَیه
ترضربی	ترْضْربِی
ترضروري	ترْضْرُوري
ترضى	ترضِى
ترظلم	ترْظلم
ترفرښتې	ترْفْرْښْتې
ترفزیکی	ترْفْزیکِی
ترفقر	ترْفْقر
ترفلک	ترْفْلک
ترقدرت	ترْقْدْرت
ترقدم	ترْقْدم
ترقـــــــی	ترقِـــــــی
ترقلم	ترْقْلم
ترقومندي	ترقُومَندي
ترقومندې	ترقُومَندې
ترقومی	ترقُومِی
ترقى	ترقِى
ترقی	ترقِی
ترك	ترْك
تركتنى	تركتنِى
تركلك	ترْكْلك
تركلكې	ترْكْلكې
تركله	ترْكْله
تركلي	ترْكْلي
تركمن	ترْكْمن
تركمنو	ترْكْمنو
تركمني	ترْكْمني
تركمه	ترْكْمه
تركى	تركِى
تركيبى	تركيبِى
تركيه	تركَيه
تركيي	تركَيي
تركيې	تركَيې
تركچي	ترْكچي
تركچې	ترْكچې
تركړى	ترْكْړى
ترلري	ترْلْري
ترلری	ترْلْرِی
ترلس	ترْلْس
ترلسم	ترْلْسم
ترلسمه	ترْلْسمه
ترلسمې	ترْلْسمې
ترلسه	ترْلْسه
ترلسو	ترْلْسو
ترلسوزرو	ترْلْسوزرو
ترلسوپوري	ترْلْسوپوري
ترلسوپورې	ترْلْسوپورې
ترلسګونو	ترْلْسْګونو
ترلكي	ترْلْكي
ترلكۍ	ترْلْكۍ
ترلمبو	ترْلْمْبو
ترلمر	ترْلْمر
ترلمنی	ترْلْمنِی
ترلمنې	ترْلْمنې
ترلمونځه	ترْلْمونځه
ترلمړي	ترْلْمْړي
ترلمړی	ترْلْمْړِی
ترلندنه	ترْلْنْدْنه
ترلوست	ترلوسْت
ترلومړيو	ترلومړَيو
ترلکۍ	ترْلْکۍ
ترلګۍ	ترْلْګۍ
ترم	ترْم
ترمبلي	ترْمْبْلي
ترمحل	ترْمْحل
ترمحله	ترْمْحله
ترمحکمې	ترْمْحکمې
ترمخه	ترْمخه
ترمخې	ترْمخې
ترمديريت	ترْمْديرَيت
ترمذ	ترْمْذ
ترمذى	ترْمْذِى
ترمذي	ترْمْذي
ترمذی	ترْمْذِی
ترمذې	ترْمْذې
ترمركزه	ترْمْرْكْزه
ترمرکزه	ترْمْرْکْزه
ترمرکو	ترْمْرْکو
ترمرګ	ترْمْرْګ
ترمرګه	ترْمْرْګه
ترمرګونی	ترْمْرْګونِی
ترمرگه	ترْمْرْگه
ترمرۍ	ترْمْرۍ
ترمز	ترْمْز
ترمزل	ترْمْزل
ترمزله	ترْمْزله
ترمزه	ترْمزه
ترمزی	ترْمزِی
ترمسلكې	ترمسْلكې
ترمشرف	ترْمشَرف
ترمشره	ترْمشَره
ترمشرى	ترْمشَرى
ترمشري	ترْمشَري
ترمشری	ترْمشَرِی
ترمشرۍ	ترْمشَرۍ
ترمصر	ترْمصر
ترمطلب	ترْمطَلب
ترمعرفي	ترْمعرفي
ترملي	ترْملي
ترملې	ترْملې
ترممکنه	ترممْکنه
ترمنح	ترْمنح
ترمنخ	ترْمنخ
ترمنزله	ترمنْزله
ترمنولوژۍد	ترْمنولوژۍد
ترمنچ	ترمنْچ
ترموقتی	ترموقتِی
ترموټره	ترموټَره
ترمينولوژی	ترمينولوژِی
ترمړوندو	ترْمْړوندو
ترمړيني	ترْمْړيني
ترمړینی	ترْمْړینِی
ترمړینې	ترْمْړینې
ترمیذی	ترمیذِی
ترن	ترْن
ترنبل	ترْنبل
ترنتیف	ترْنتیف
ترندی	ترْندِی
ترنرو	ترْنرو
ترنشلیزم	ترنشلیزْم
ترنظر	ترْنظر
ترنظره	ترْنظَره
ترنمونو	ترْنمونو
ترننه	ترْننه
ترننوتو	ترْننوتو
ترنني	ترْنني
ترنوركله	ترنورْكله
ترنوموړو	ترنومُوړو
ترنيمى	ترنيمِى
تروبګنيو	تروبْګْنَيو
تروخت	تروخْت
ترورتګ	ترورْتْګ
ترورخ	ترورْخ
ترورز	ترورْز
ترورزم	ترورْزْم
ترورست	ترورْسْت
ترورسته	ترورْسْته
ترورستي	ترورْسْتي
ترورستی	ترورْسْتِی
ترورسره	ترورْسْره
ترورش	ترورْش
ترورل	ترورْل
تروريزم	تروريزْم
تروريست	تروريسْت
تروريستى	تروريستِى
تروريستی	تروريستِی
تروريســــــتی	تروريســــــتِی
تروريسم	تروريسْم
تروريي	ترورَيي
تروريږم	تروريږْم
ترورځ	ترورْځ
ترورځی	ترورځِی
ترورکړل	ترورْکْړل
ترورکړه	ترورْکْړه
تروریریزم	تروریریزْم
تروریزم	تروریزْم
تروریست	تروریسْت
تروریستی	تروریستِی
تروریسم	تروریسْم
ترورېزم	ترورېزْم
ترورېست	ترورېسْت
ترورېستی	ترورېستِی
ترومبوز	ترومبُوز
تروپوسفير	تْروپوسفير
تروپوسفیر	تْروپوسفیر
تروړ	تْروړ
تروړبريده	تْروړْبْريده
تروړلې	تْروړلې
تروړي	تْروړي
تروژل	تْروژْل
تروژنی	تْروژنِی
تروژنې	تْروژنې
تروژولوچی	تْروژُولوچِی
تروگم	تْروگْم
ترى	تْرِى
تري	تْري
تريبون	تْريبون
تريتوم	تْريتوم
تريخ	تْريخ
تريخه	تْريخه
تريخى	تْريخِى
تريخي	تْريخي
تريخې	تْريخې
تريدني	تْريدني
تريزى	تْريزِى
تريزي	تْريزي
تريشل	تْريشَل
تريـــخ	تْريـــخ
تريلر	تْريلر
تريلون	تْريلون
تريلونو	تْريلونو
ترين	تْرين
ترينر	تْرينر
ترينزي	تْرينزي
ترينه	تْرينه
ترينو	تْرينو
ترينيتي	تْرينيتي
ترينې	تْرينې
تريو	تْرِيو
تريوبريده	تْرِيوبريده
تريوتندی	تْرِيوتَندِی
تريوه	تْريوه
تريوولو	تْريوولو
تريوي	تْريوي
تريويدو	تْريويدو
تريوې	تْريوې
تريين	تْرَيين
تريپولي	تْريپولي
ترپ	ترْپ
ترپخی	ترْپْخِی
ترپرون	ترْپرون
ترپرونه	ترْپرونه
ترپريكړې	ترْپريكَړې
ترپریکړي	ترْپریکَړي
ترپزي	ترْپزي
ترپسرلی	ترْپسرلِی
ترپــــكـــي	ترْپــــكِـــي
ترپـښو	ترْپـښو
ترپكو	ترْپكو
ترپكې	ترْپكې
ترپلو	ترْپلو
ترپلونه	ترْپلونه
ترپلونو	ترْپلونو
ترپلي	ترْپلي
ترپلټنو	ترْپلَټَنو
ترپلټنې	ترْپلَټَنې
ترپورتني	ترپورْتني
ترپوزی	ترپوزِی
ترپوست	ترپوسْت
ترپوښتنو	ترپوښْتنو
ترپوښتني	ترپوښْتني
ترپوښتنی	ترپوښْتنِی
ترپوښتنې	ترپوښْتنې
ترپوښتونو	ترپوښتُونو
ترپټی	ترْپټِی
ترپپيښوره	ترْپپيښوره
ترپښتنو	ترپښْتنو
ترپښو	ترْپښو
ترپښوپورې	ترْپښوپورې
ترپکوکوردې	ترْپکوکورَدې
ترپکې	ترْپکې
ترځمكې	ترْځْمكې
ترځمکه	ترْځْمکه
ترځمکی	ترْځْمکِی
ترځنه	ترْځْنه
ترځنک	ترْځْنک
ترځووکولی	ترځووکولِی
ترځوچی	ترځوچِی
ترځینونورو	ترځینونُورو
ترڅ	ترْڅ
ترڅلور	ترْڅْلور
ترڅلورم	ترْڅْلورْم
ترڅلورمه	ترْڅْلورمه
ترڅلورو	ترْڅْلورو
ترڅلي	ترْڅْلي
ترڅمکه	ترْڅْمکه
ترڅنك	ترْڅْنك
ترڅنک	ترْڅْنک
ترڅنکه	ترْڅْنکه
ترڅوبدی	ترڅوبدِی
ترڅوبر	ترڅوبْر
ترڅوبل	ترڅوبْل
ترڅوجنسي	ترڅوجْنْسي
ترڅوجگړه	ترڅوجْگْړه
ترڅوخلکوته	ترڅوخْلکوته
ترڅوخپله	ترڅوخْپله
ترڅوخپلي	ترڅوخْپلي
ترڅوخپلی	ترڅوخْپلِی
ترڅوخپلې	ترڅوخْپلې
ترڅودبوش	ترڅودْبوْشْ
ترڅوددی	ترڅوددِی
ترڅودنړۍ	ترڅودْنْړۍ
ترڅوعسل	ترڅوعَسل
ترڅومره	ترڅومَره
ترڅوملت	ترڅومَلت
ترڅوورڅخه	ترڅوورڅَخه
ترڅوپدې	ترڅوپَدې
