# af-rcrl-lexicon.tsv — shipped Afrikaans pronunciation lexicon (word -> canonical IPA).
# RCRL Afrikaans Pronunciation Dictionary v1.4.1 (CTexT / North-West University) via ttslab/za_lex.
# CC BY-SA 2.5 ZA. Built by tools/afrikaans/build_af_lexicon.ts. Sidecar: af-rcrl-lexicon.PROVENANCE.md
# SHIPPED PATH ONLY — phonemizeWordRules (what the eval scores) does not consult this.
# 24914 entries.
aah	ɑː
eindstryd	ˈəintstrəit
eindstryde	ˈəintstrəidə
eindtelling	ˈəinttɛləŋ
eindvoorraad	ˈəintfuərɑːt
eindwedstryd	ˈəintvɛtstrəit
einste	ˈəinstə
einstein	ˈainstain
eintlik	ˈəintlək
eintlike	ˈəintləkə
eis	ˈəis
eise	ˈəisə
eiser	ˈəisər
eisers	ˈəisərs
eisteddfod	aistˈɛtfət
eklektiese	iklˈɛktisə
ekologie	ɛkuluχˈi
ekologies	ɛkulˈuəχis
ekologiese	ɛkulˈuəχisə
ekonome	ɛkunˈuəmə
ekonomie	ɛkunumˈi
ekonomies	ɛkunˈuəmis
ekonomiese	ɛkunˈuəmisə
ekonomieë	ɛkunumˈiə
ekonoom	ɛkunˈuəm
ekosisteem	ˈiəkusəstiəm
ekosisteme	ˈiəkusəstiəmə
ekosistemiese	ˈiəkusəstiəmisə
ekostelsels	ˈiəkustɛlsəls
ekotoerisme	ˈiəkuturəsmə
eks	ˈɛks
eksagreep	ˈɛksaχriəp
eksamen	ɛksˈɑːmən
eksamendoeleindes	ɛksˈɑːmənduləindəs
eksamengeleenthede	ɛksˈɑːmənχəliəntɦiədə
eksamengeleentheid	ɛksˈɑːmənχəliəntɦəit
eksamenpunte	ɛksˈɑːmənpœntə
eksamenraad	ɛksˈɑːmənrɑːt
eksamenrooster	ɛksˈɑːmənruəstər
eksamens	ɛksˈɑːməns
eksamensubminimum	ɛksˈɑːmənsœbminimœm
eksamenvoorbereiding	ɛksˈɑːmənfuərbərəidəŋ
eksamenvraestelle	ɛksˈɑːmənfrɑːəstɛlə
eksaminator	ɛksaminˈɑːtɔr
eksaminatore	ɛksaminatˈuərə
eksaminerende	ɛksaminˈiərəndə
eksegeet	ɛksəχˈiət
eksegetiese	ɛksəχˈiətisə
eksekuteur	ɛksɛkytˈøːr
eksekuteurskamer	ɛksɛkytˈøːrskɑːmər
ekself	ɛksˈɛlf
eksemplaar	ɛksəmplˈɑːr
eksemplare	ɛksəmplˈɑːrə
eksentrieke	ɛksɛntrˈikə
eksepsie	ɛksˈɛpsi
eksklusief	ɛksklœsˈif
eksklusiewe	ɛksklœsˈivə
ekskresie	ɛkskrˈiəsi
eksogene	ɛksuχˈiənə
eksotiese	ɛksˈuətisə
ekspedisie	ɛkspədˈisi
eksperiment	ɛkspɛrimˈɛnt
eksperimente	ɛkspɛrimˈɛntə
eksperimenteer	ɛkspɛrimɛntˈiər
eksperimentele	ɛkspɛrimɛntˈiələ
eksperimentering	ɛkspɛrimɛntˈiərəŋ
eksplisiet	ɛkspləsˈit
eksploiteer	ɛksplɔitˈiər
eksplorasie	ɛksplurˈɑːsi
eksploreer	ɛksplurˈiər
ekspo	ˈɛkspu
eksponent	ɛkspunˈɛnt
eksponente	ɛkspunˈɛntə
ekstase	ɛkstˈɑːsə
ekstatiese	ɛkstˈɑːtisə
eksteen	ˈɛkstiən
ekstensie	ɛkstˈɛnsi
ekstensiewe	ɛkstɛnsˈivə
eksterne	ɛkstˈɛrnə
ekstra	ˈɛkstra
ekstraksie	ɛkstrˈaksi
ekstrakte	ɛkstrˈaktə
ekstras	ˈɛkstras
ekstreme	ɛkstrˈiəmə
ekstremiste	ɛkstrəmˈəstə
ekstremistiese	ɛkstrəmˈəstisə
ektopiese	ɛktˈuəpisə
ekwatoriaal	ɛkwatɔriˈɑːl
ekwiteit	ɛkwitˈəit
ekwivalensie	ɛkwəvalˈɛnsi
ekwivalent	ɛkwəvalˈɛnt
ekwivalente	ɛkwəvalˈɛntə
el	ˈɛl
elande	ˈiəlandə
elandsbaai	ˈiəlantsbˈɑːi
elastisiteit	ilastisitˈəit
elders	ˈɛldərs
elegansie	ɛləχˈansi
elegant	ɛləχˈant
elegante	ɛləχˈantə
eleksie	ilˈɛksi
elektra	ilˈɛktra
elektries	ilˈɛktris
elektriesaangedrewe	ilˈɛktrisɑːnχədriəvə
elektriese	ilˈɛktrisə
elektrifisering	ilɛktrifisˈiərəŋ
elektrisiteit	ilɛktrisitˈəit
elektrisiteitstoevoer	ilɛktrisitˈəitstufur
elektrisiteitsvoorsiening	ilɛktrisitˈəitsfuərsinəŋ
elektro	ilˈɛktru
elektrode	ilɛktrˈuədə
elektrofiele	ilɛktrufˈilə
elektroliete	ilɛktrulˈitə
elektromagnetiese	ilɛktrumaχnˈiətisə
elektron	ilˈɛktrɔn
elektronies	ilɛktrˈuənis
elektroniese	ilɛktrˈuənisə
elektronika	ilɛktrˈuənika
elektronkonfigurasie	ilˈɛktrɔnkɔnfiχyrɑːsi
elektronkonfigurasies	ilˈɛktrɔnkɔnfiχyrɑːsis
elektrostatiese	ilɛktrustˈɑːtisə
element	ɛləmˈɛnt
elemente	ɛləmˈɛntə
elfde	ˈɛlfdə
elfjarige	ˈɛlfjɑːrəχə
elftal	ˈɛlftal
elia	iəlˈia
elimineer	iləminˈiər
elite	ilˈit
elize	ilˈiz
elk	ˈɛlk
elkanders	ˈɛlkandərs
elke	ˈɛlkə
elkeen	ˈɛlkiən
elle	ˈɛlə
ellelange	ˈɛləlaŋə
ellendeling	ilˈɛndələŋ
ellendige	ilˈɛndəχə
ellips	ɛlˈəps
elliptiese	ɛlˈəptisə
ellisras	ˈɛləsrˈas
elmboog	ˈɛlmbuəχ
elmboë	ˈɛlmbuə
els	ˈɛls
emansipasie	iəmansipˈɑːsi
embleem	ɛmblˈiəm
embleme	ɛmblˈiəmə
embolie	ɛmbulˈi
embrio	ˈɛmbriu
embrioniese	ɛmbriˈuənisə
emeritaat	ɛməritˈɑːt
emfiseem	ɛmfəsˈiəm
emigrante	ɛməχrˈantə
emigrasie	ɛməχrˈɑːsi
emigreer	ɛməχrˈiər
emirate	ɛmərˈɑːtə
emmer	ˈɛmər
emosie	ɛmˈuəsi
emosioneel	ɛmuʃiunˈiəl
emosionele	ɛmuʃiunˈiələ
empaaier	ˈɛmpɑːiər
empangeni	ɛmpaŋχˈɛni
empiries	ɛmpˈiris
emulsies	imˈœlsis
end	ˈɛnt
endemiese	ɛndˈiəmisə
endokriene	ɛndukrˈinə
endometrium	ɛndumˈitriœm
endoorwinning	ˈɛntuərvənəŋ
enduit	ˈɛntœyt
ene	ˈiənə
energie	ɛnərχˈi
energiebehoeftes	ɛnərχˈibəɦuftəs
energiebron	ɛnərχˈibrɔn
energiebronne	ɛnərχˈibrɔnə
energieke	ɛnərχˈikə
energiesake	ɛnərχˈisɑːkə
energieverbruik	ɛnərχˈifərbrœyk
energievloei	ɛnərχˈiflui
eners	ˈiənərs
enetjie	ˈiəniki
eng	ˈɛŋ
engel	ˈɛŋəl
engela	ˈɛŋəla
engeland	ˈɛŋəlant
engelbrecht	ˈɛŋəlbrɛχt
engele	ˈɛŋələ
engels	ˈɛŋəls
engelse	ˈɛŋəlsə
engelsman	ˈɛŋəlsman
engelssprekend	ˈɛŋəlssprˈiəkənt
engelssprekende	ˈɛŋəlssprˈiəkəndə
engelssprekendes	ɛŋəlssprˈiəkəndəs
engeltjie	ˈɛŋəlki
engeltjies	ˈɛŋəlkis
enger	ˈɛŋər
enig	ˈiənəχ
enige	ˈiənəχə
enigeen	ˈiənəχiən
eniger	ˈiənəχər
eniggebore	ˈiənəχəbuərə
enigiemand	ˈiənəχimant
enigiets	ˈiənəχits
enigmatiese	iənəχmˈɑːtisə
enigsins	ˈiənəχsəns
enigste	ˈiənəχstə
enigstes	ˈiənəχstəs
enjin	ˈɛnjən
enjinkap	ˈɛnjənkap
enjins	ˈɛnjəns
enjinsnelhede	ˈɛnjənsnɛlɦiədə
enkelbesering	ˈɛŋkəlbəsiərəŋ
enkele	ˈɛŋkələ
enkeles	ˈɛŋkələs
enkelgraf	ˈɛŋkəlχraf
enkeling	ˈɛŋkələŋ
enkelinge	ˈɛŋkələŋə
enkellaag	ˈɛŋkəllɑːχ
enkellopie	ˈɛŋkəlluəpi
enkelouer	ˈɛŋkəlœuər
enkels	ˈɛŋkəls
enkelspel	ˈɛŋkəlspɛl
enkelspelle	ˈɛŋkəlspɛlə
enkelvoud	ˈɛŋkəlfœut
enkelvoudige	ɛŋkəlfˈœudəχə
enorme	ɛnˈɔrmə
ensiem	ɛnsˈim
ensieme	ɛnsˈimə
ensiklopedie	ɛnsikluəpədˈi
ensiklopedieë	ɛnsikluəpədˈiə
ensovoorts	ˈɛnsufuərts
ent	ˈɛnt
ente	ˈɛntə
entiteit	ɛntitˈəit
entiteite	ɛntitˈəitə
entjie	ˈɛŋki
entoesiasme	ɛntuʃiˈasmə
entoesiasties	ɛntuʃiˈastis
entoesiastiese	ɛntuʃiˈastisə
entrepreneur	antrəprənˈøːr
entrepreneurs	antrəprənˈøːrs
entrepreneursaktiwiteite	antrəprənˈøːrsaktivitəitə
entrepreneurskap	antrəprənˈøːrskap
entstowwe	ˈɛntstɔvə
eon	ˈiɔn
epidemie	ɛpidˈiəmi
epidemies	ɛpidˈiəmis
epidemiologie	ɛpidiəmiuluχˈi
epidemiologiese	ɛpidiəmiulˈuəχisə
epidermis	ɛpidˈɛrməs
epiese	ˈiəpisə
epilepsie	ɛpəlˈɛpsi
epileptiese	ɛpəlˈɛptisə
episiotomie	ɛpisiɔtumˈi
episode	ɛpisˈuədə
episodes	ɛpisˈuədəs
epiteel	ɛpitˈiəl
epiteelweefsel	ɛpitˈiəlviəfsəl
epos	ˈiəpɔs
eras	ˈiəras
erasmus	iərˈasmœs
ere	ˈiərə
ereburgerskap	iərəbˈœrχərskap
erediens	ˈiərədins
eredienste	ˈiərədinstə
eredoktorsgraad	iərədˈɔktərsχrɑːt
eregas	ˈiərəχas
eregraad	ˈiərəχrɑːt
erekleure	ˈiərəkløːrə
erepenning	ˈiərəpɛnəŋ
eretitels	ˈiərətitəls
erewag	ˈiərəvaχ
erf	ˈɛrf
erfbelasting	ˈɛrfbəlastəŋ
erfdeel	ˈɛrfdiəl
erfenis	ˈɛrfənəs
erfgenaam	ˈɛrfχənɑːm
erfgename	ˈɛrfχənɑːmə
erfgoed	ˈɛrfχut
erflater	ˈɛrflɑːtər
erflating	ˈɛrflɑːtəŋ
erfopvolging	ˈɛrfɔpfɔlχəŋ
erfporsie	ˈɛrfpɔrsi
erg	ˈɛrχ
erge	ˈɛrχə
ergens	ˈɛrχəns
ergerlik	ˈɛrχərlək
ergernis	ˈɛrχərnəs
ergogeniese	ɛrχuχˈiənisə
ergonomie	ɛrχunumˈi
ergste	ˈɛrχstə
erika	ˈiərika
erken	ɛrkˈɛn
erkende	ɛrkˈɛndə
erkenning	ɛrkˈɛnəŋ
erkennings	ɛrkˈɛnəŋs
erkentenis	ɛrkˈɛntənəs
erns	ˈɛrns
ernstig	ˈɛrənstəχ
ernstige	ˈɛrənstəχə
ernstiger	ˈɛrənstəχər
ernstigste	ˈɛrənstəχstə
erosie	irˈuəsi
erotiek	iərutˈik
erotiese	iərˈuətisə
erte	ˈɛrtə
ertjies	ˈɛrkis
ertsreserwes	ˈɛrtsrəzɛrvəs
ervaar	ɛrfˈɑːr
ervare	ɛrfˈɑːrə
ervaring	ɛrfˈɑːrəŋ
ervarings	ɛrfˈɑːrəŋs
ervaringsleervermoë	ɛrfˈɑːrəŋsliərfərmuə
erwe	ˈɛrvə
es	ˈɛs
esau	ˈiəsœu
eskader	ɛskˈɑːdər
eskadrons	ˈɛskadrɔns
eskapades	ɛskapˈɑːdəs
eskatologiese	ɛskatulˈuəχisə
esoteriese	isutˈiərisə
essay	ˈɛsəi
esse	ˈɛsə
essensieel	isɛnʃiˈiəl
esteties	ɛstˈiətis
estetiese	ɛstˈiətisə
esther	ˈɛstər
estrogeen	ɛstruχˈiən
estrogene	ɛstruχˈiənə
et	ˈɛt
etanol	ˈiətanɔl
ete	ˈiətə
etensbreuk	ˈiətənsbrøːk
etenstyd	ˈiətənstəit
eter	ˈiətər
eters	ˈiətərs
etes	ˈiətəs
etiek	ˈiətik
eties	ˈiətis
etiese	ˈiətisə
etiketstel	ɛtikˈɛtstɛl
etikette	ɛtikˈɛtə
etiketteerder	ɛtikɛtˈiərdər
etiketteerders	ɛtikɛtˈiərdərs
etiologie	ɛtiuluχˈi
etlike	ˈɛtləkə
etniese	ˈɛtnisə
etnisiteit	ɛtnisitˈəit
etos	ˈiətɔs
ets	ˈɛts
etse	ˈɛtsə
etude	ɛtˈydə
euforie	øːfˈuəri
eukariote	øːkariˈuətə
eukariotiese	øːkariˈuətisə
eureka	yrˈiəka
euro	ˈøːru
europa	øːrˈuəpa
europese	øːrupˈiəsə
eurosentriese	øːrusˈɛntrisə
eutanasie	ˈøːtanˈɑːsi
euwel	ˈøːvəl
euwels	ˈøːvəls
eva	ˈiəfa
evaluasie	ivalyˈɑːsi
evalueer	ivalyˈiər
evaluering	ivalyˈiərəŋ
evaluerings	ivalyˈiərəŋs
evalueringsgeleentheid	ivalyˈiərəŋsχəliəntɦəit
evalueringsvorm	ivalyˈiərəŋsfɔrəm
evangelie	iəfanχˈiəli
evangelies	iəfanχˈiəlis
evangeliese	iəfanχˈiəlisə
evangelis	iəfanχəlˈəs
evangelisering	iəfanχiəlisˈiərəŋ
eventueel	ivɛntʃyˈiəl
ewe	ˈiəvə
ewekansig	iəvəkˈansəχ
eweknie	ˈiəvəkni
eweknieë	ˈiəvəkniə
ewenaar	ˈiəvənɑːr
ewenagslyn	ˈiəvənaχsləin
eweneens	iəvənˈiəns
ewenwel	ˈiəvənvɛl
eweredig	iəvərˈiədəχ
eweredige	iəvərˈiədəχə
eweredigheid	iəvərˈiədəχɦəit
eweseer	ˈiəvəsiər
ewewig	ˈiəvəvəχ
ewewigskonstante	ˈiəvəvəχskɔnstantə
ewewigsprys	ˈiəvəvəχsprəis
ewewigtige	iəvəvˈəχtəχə
ewewydig	iəvəvˈəidəχ
ewigdurend	iəvəχdˈyrənt
ewigdurende	iəvəχdˈyrəndə
ewige	ˈiəvəχə
ewigheid	ˈiəvəχɦəit
ex	ˈɛks
extravaganza	ɛkstravaχˈanza
faal	fɑːl
fabel	fˈɑːbəl
fabelagtige	fɑːbəlˈaχtəχə
fabrieke	fabrˈikə
fabrieksland	fabrˈikslant
fabriekstede	fabrˈikstiədə
fabrikaat	fabrikˈɑːt
facie	fˈɑːsi
facta	fˈakta
facto	fˈaktu
fagot	fˈaχɔt
fakkel	fˈakəl
faks	faks
fakse	fˈaksə
faksies	fˈaksis
faksmasjien	fˈaksmaʃin
faksmasjiene	fˈaksmaʃinə
faksnommer	fˈaksnɔmər
faktor	fˈaktɔr
faktore	faktˈuərə
fakture	faktˈyrə
fakulteit	fakœltˈəit
fakulteite	fakœltˈəitə
fakulteitsreël	fakœltˈəitsriəl
familie	famˈili
familiebande	famˈilibandə
familiegeesdrif	famˈiliχiəsdrəf
familiegeskiedenis	famˈiliχəskidənəs
familielandgoed	famˈililantχut
familielede	famˈililiədə
familielid	famˈililət
familiereg	famˈilirɛχ
families	famˈilis
familievriend	famˈilifrint
fanatieke	fanatˈikə
fanatiese	fanˈɑːtisə
fanfare	fanfˈɑːrə
fanie	fˈɑːni
fantasie	fantasˈi
fantasties	fantˈastis
fantastiese	fantˈastisə
farao	fˈɑːruə
farhaan	farɦˈɑːn
farmakologie	farmakuluχˈi
farmakologiese	farmakulˈuəχisə
farmaseutiese	farmasˈøːtisə
fase	fˈɑːsə
fasediagramme	fˈɑːsədiaχramə
faseer	fasˈiər
fases	fˈɑːsəs
fasiliteer	fasəlitˈiər
fasiliteerder	fasəlitˈiərdər
fasiliteit	fasəlitˈəit
fasiliteite	fasəlitˈəitə
fassinerend	fasinˈiərənt
fassinerende	fasinˈiərəndə
fataal	fatˈɑːl
februarie	fˈiəbryɑːri
federale	fɛdərˈɑːlə
federalisme	fɛdəralˈəsmə
federasie	fɛdərˈɑːsi
fee	fiə
fees	fiəs
feesdae	fˈiəsdɑːə
feesgangers	fˈiəsχaŋərs
feesgevier	fˈiəsχəfir
feesmaal	fˈiəsmɑːl
feesprogram	fˈiəspruχram
feesseisoen	fˈiəssəisun
feeste	fˈiəstə
feestelik	fˈiəstələk
feestelike	fˈiəstələkə
feestelikhede	fˈiəstələkɦiədə
feesterrein	fˈiəstərəin
feestyd	fˈiəstəit
feesvier	fˈiəsfir
feesviering	fˈiəsfirəŋ
feesvieringe	fˈiəsfirəŋə
feesvierings	fˈiəsfirəŋs
feit	fəit
feite	fˈəitə
feitekennis	fˈəitəkɛnəs
feitelik	fˈəitələk
feitelikhede	fˈəitələkɦiədə
feitestel	fˈəitəstɛl
feitestelle	fˈəitəstɛlə
feitlik	fˈəitlək
feitlike	fˈəitləkə
felle	fˈɛlə
felste	fˈɛlstə
feminis	fɛminˈəs
feminisme	fɛminˈəsmə
feministiese	fɛminˈəstisə
femme	fɛm
femur	fˈiəmœr
fenomenaal	finuminˈɑːl
fenomenale	finuminˈɑːlə
feodale	fiudˈɑːlə
ferm	fˈɛrm
festoene	fɛstˈunə
feta	fˈɛta
fetus	fˈiətœs
fetusse	fˈiətœsə
fiasko	fiˈasku
fideikommies	fidˈəikumis
fides	fˈidəs
fidget	fˈidʒət
fieterjasies	fitərjˈɑːsis
fietse	fˈitsə
fietsry	fˈitsrəi
fietsryer	fˈitsrəiər
fietsryers	fˈitsrəiərs
fietstoer	fˈitstur
fietswedren	fˈitsvɛtrɛn
figuratiewe	fiχyratˈivə
figure	fəχˈyrə
figureer	fəχyrˈiər
fiks	fəks
fiksheid	fˈəksɦəit
fiktiewe	fəktˈivə
filamente	filamˈɛntə
filharmoniese	fəlɦarmˈuənisə
filiaal	fəliˈɑːl
filippynse	fələpˈəinsə
filmgenre	fˈələmʒɑːnrə
films	fˈəlms
filosofie	filusufˈi
filosofies	filusˈuəfis
filosofiese	filusˈuəfisə
filosofieë	filusufˈiə
filosoof	filusˈuəf
filosowe	filusˈuəvə
filter	fˈəltər
filters	fˈəltərs
filtrasie	fəltrˈɑːsi
filtreer	fəltrˈiər
finaal	finˈɑːl
finale	finˈɑːlə
finalis	finalˈəs
finaliseer	finalisˈiər
finaliste	finalˈəstə
finansieel	finansiˈiəl
finansier	finansˈir
finansierders	finansˈirdərs
finansiering	finansˈirəŋ
finansieringskoste	finansˈirəŋskɔstə
finansies	finˈansis
finansiële	finansiˈiələ
firma	fˈərma
firmas	fˈərmas
fisiek	fəsˈik
fisieke	fəsˈikə
fisies	fˈisis
fisiese	fˈisisə
fisika	fˈisika
fisikus	fisikˈœs
fisiologie	fiʃiuluχˈi
fisiologiese	fiʃiulˈuəχisə
fisioterapeute	fiʃiutɛrapˈøːtə
fladder	flˈadər
fladderende	flˈadərəndə
flagrante	flaχrˈantə
flambojante	flambujˈantə
flank	flaŋk
flanke	flˈaŋkə
flankeer	flaŋkˈiər
flarde	flˈardə
flaters	flˈɑːtərs
fleksie	flˈɛksi
flenters	flˈɛntərs
fles	flɛs
flesse	flˈɛsə
fleur	fløːr
fliekgangers	flˈikχaŋərs
flieks	fliks
flikker	flˈəkər
flikkerende	flˈəkərəndə
flink	fləŋk
flint	flənt
flits	fləts
flitsende	flˈətsəndə
flitskaarte	flˈətskɑːrtə
flora	flˈɔra
floreer	flurˈiər
florida	flˈɔrida
flou	flœu
floue	flˈœuə
flous	flœus
floëem	fluˈiəm
fluister	flˈœystər
fluit	flœyt
fluitjie	flˈœyki
fluitspeler	flˈœytspiələr
fluks	flœks
fnuik	fnˈœyk
foei	fui
foelie	fˈuli
fokalisasie	fukalisˈɑːsi
fokalisator	fukalisˈɑːtɔr
fokus	fˈuəkœs
fokusgroepe	fˈuəkœsχrupə
fokuspunt	fˈuəkœspœnt
fokuspunte	fˈuəkœspœntə
folio	fˈuəliu
folk	fɔlk
folterende	fˈɔltərəndə
foltering	fˈɔltərəŋ
fondament	fɔndamˈɛnt
fondamente	fɔndamˈɛntə
fonds	fɔnts
fondse	fˈɔntsə
fonetiese	funˈiətisə
font	fɔnt
fontein	fɔntˈəin
fordsburg	fˈɔrtsbœrχ
forel	furˈɛl
forensiese	furˈɛnsisə
formaat	fɔrmˈɑːt
formalisme	fɔrmalˈəsmə
formaliteite	fɔrmalitˈəitə
formasie	fɔrmˈɑːsi
formasies	fɔrmˈɑːsis
formateer	fɔrmatˈiər
formatering	fɔrmatˈiərəŋ
formatief	fɔrmatˈif
formeel	fɔrmˈiəl
formele	fɔrmˈiələ
formidabele	fɔrmidˈɑːbələ
formuleer	fɔrmylˈiər
formulering	fɔrmylˈiərəŋ
formulerings	fɔrmylˈiərəŋs
forsering	fɔrsˈiərəŋ
fort	fɔrt
forte	fˈɔrtəi
fortuin	fɔrtˈœyn
forum	fˈuərœm
forums	fˈuərœms
fosfaat	fɔsfˈɑːt
fosfaatkunsmis	fɔsfˈɑːtkœnsməs
fosfaatprobleem	fɔsfˈɑːtprubliəm
fosfor	fˈɔsfɔr
fossiel	fɔsˈil
foto	fˈuətu
foto's	fˈuətus
fotograaf	fuətuχrˈɑːf
fotografie	fuətuχrafˈi
fotografiese	fuətuχrˈɑːfisə
fotograwe	fuətuχrˈɑːvə
foton	fˈuətɔn
fotone	fuətˈuənə
fotosessie	fˈuətusɛsi
fotosintetiese	fuətusəntˈiətisə
fotostate	fuətustˈɑːtə
fourie	furˈi
fouries	furˈis
fout	fœut
foutbal	fˈœutbal
foutballe	fˈœutbalə
foute	fˈœutə
foutief	fœutˈif
foutiewe	fœutˈivə
foutjie	fˈœuki
foutloos	fˈœutluəs
fraai	frɑːi
fragment	fraχmˈɛnt
fragmentasie	fraχmɛntˈɑːsi
fragmente	fraχmˈɛntə
fragmentering	fraχmɛntˈiərəŋ
fraksie	frˈaksi
frakture	fraktˈyrə
franchise	frˈɛnʃɑːis
francisbaai	frɑːnsəsbˈɑːi
frank	fraŋk
frankfort	frˈaŋkfɔrt
frankfurtse	frˈaŋkfurtsə
frankryk	frˈaŋkrəik
frans	frɑːns
franschhoek	frɑːnʃɦˈuk
franse	frˈɑːnsə
fransman	frˈɑːnsman
franssprekende	frɑːnssprˈiəkəndə
frase	frˈɑːsə
fraserburg	frˈəizərbœrχ
frasering	frasˈiərəŋ
fratsongeluk	frˈatsɔnχəlœk
fregatte	frəχˈatə
frekwensie	frikwˈɛnsi
fremantle	frˈimɛntəl
freud	frɔːit
frieda	frˈida
fris	frəs
frons	frɔns
front	frɔnt
frustrasie	frœstrˈɑːsi
frustrasies	frœstrˈɑːsis
frustreer	frœstrˈiər
frustrerend	frœstrˈiərənt
frustrerende	frœstrˈiərəndə
fuik	fœyk
fundamentalistiese	fœndamɛntalˈəstisə
fundamenteel	fœndamɛntˈiəl
fundamentele	fœndamɛntˈiələ
fundering	fœndˈiərəŋ
fundi	fˈundi
funk	faŋk
funksie	fˈœŋksi
funksies	fˈœŋksis
funksionalistiese	fœŋkʃiunalˈəstisə
funksionaliteit	fœŋkʃˈiunalitəit
funksioneer	fœŋkʃiunˈiər
funksionele	fœŋkʃiunˈiələ
funksionering	fœŋkʃiunˈiərəŋ
fut	fœt
fyn	fəin
fynbos	fˈəinbɔs
fynbosspesies	fˈəinbɔsspiəsis
fyne	fˈəinə
fyner	fˈəinər
fyngekap	fˈəinχəkap
fyngekapte	fˈəinχəkaptə
fynkam	fˈəinkam
fynproewer	fˈəinpruvər
fynproewers	fˈəinpruvərs
fynste	fˈəinstə
g'n	χn
gaaf	χɑːf
gaande	χˈɑːndə
gaandeweg	χˈɑːndəvɛχ
gaap	χɑːp
gaar	χɑːr
gaatjie	χˈɑːiki
gaatjieslepel	χˈɑːikisliəpəl
gade	χˈɑːdə
gades	χˈɑːdəs
gal	χal
gala	χˈɑːla
galakonsert	χˈɑːlakɔnsɛrt
galant	χalˈant
galblaas	χˈalblɑːs
galbroek	χˈalbruk
galery	χalərˈəi
galerye	χalərˈəiə
galme	χˈalmə
galop	χalˈɔp
gamma	χˈama
ganga	χˈaŋχa
gangbaar	χˈaŋbɑːr
gangbare	χˈaŋbɑːrə
gange	χˈaŋə
gangetjie	χˈaŋiki
gans	χans
ganse	χˈansə
gapende	χˈɑːpəndə
gaping	χˈɑːpəŋ
gapings	χˈɑːpəŋs
garde	χˈardə
garnale	χarnˈɑːlə
garnering	χarnˈiərəŋ
garnisoen	χarnisˈun
gas	χas
gasballe	χˈasbalə
gasheer	χˈasɦiər
gasie	χˈɑːsi
gaskoeldrank	χˈaskuldraŋk
gaskunstenaar	χˈaskœnstənɑːr
gaskunstenaars	χˈaskœnstənɑːrs
gasringe	χˈasrəŋə
gasse	χˈasə
gasspreker	χˈasspriəkər
gaste	χˈastə
gastehuis	χˈastəɦœys
gastehuise	χˈastəɦœysə
gastekamer	χˈastəkɑːmər
gastriese	χˈastrisə
gastro	χˈastru
gastroïntestinale	χˈastruəntɛstinɑːlə
gasvrou	χˈasfrœu
gasvry	χˈasfrəi
gasvrye	χˈasfrəiə
gasvryheid	χˈasfrəiɦəit
gasvryheidsbedryf	χˈasfrəiɦəitsbədrəif
gaswisseling	χˈasvəsələŋ
gate	χˈɑːtə
gatvol	χˈatfɔl
gauteng	χautˈɛŋ
gautengse	χautˈɛŋsə
gawe	χˈɑːvə
gawes	χˈɑːvəs
gay	χəi
gays	χəis
ge	χə
geaardheid	χəˈɑːrtɦəit
geabsorbeer	χəabsɔrbˈiər
geadministreer	χəatmənəstrˈiər
geadverteer	χəatfərtˈiər
geadverteerde	χəatfərtˈiərdə
geadviseer	χəatfisˈiər
geaffekteer	χəafɛktˈiər
geaffekteerde	χəafɛktˈiərdə
geaffilieer	χəafəliˈiər
geaffilieerde	χəafəliˈiərdə
geag	χəˈaχ
geageer	χəaχˈiər
geagte	χəˈaχtə
geakkommodeer	χəakumudˈiər
geaktiveer	χəaktifˈiər
geaktiveerde	χəaktifˈiərdə
geallieerde	χəaliˈiərdə
geallieerdes	χəaliˈiərdəs
geamuseerd	χəamysˈiərt
geamuseerde	χəamysˈiərdə
geanaliseer	χəanalˈisiər
geanimeerde	χəanimˈiərdə
geanker	χəˈaŋkər
geannekseer	χəanɛksˈiər
geannoteerde	χəanutˈiərdə
geantwoord	χəˈantvuərt
geargumenteer	χəarχymɛntˈiər
gearresteer	χəarəstˈiər
geassosieer	χəasuəsiˈiər
geassosieerde	χəasuəsiˈiərdə
gebaan	χəbˈɑːn
gebaat	χəbˈɑːt
gebad	χəbˈat
gebak	χəbˈak
gebaklei	χəbaklˈəi
gebalanseer	χəbalansˈiər
gebalanseerd	χəbalansˈiərt
gebalanseerde	χəbalansˈiərdə
gebalde	χəbˈaldə
gebars	χəbˈars
gebaseer	χəbasˈiər
gebasseer	χəbasˈiər
gebede	χəbˈiədə
gebeeldsaai	χəbˈiəltsɑːi
gebeeldsend	χəbˈiəltsɛnt
gebel	χəbˈɛl
geberg	χəbˈɛrχ
gebeur	χəbˈøːr
gebeurde	χəbˈøːrdə
gebeure	χəbˈøːrə
gebeurlikheid	χəbˈøːrləkɦəit
gebeurlikheidsplanne	χəbˈøːrləkɦəitsplanə
gebeurtenis	χəbˈøːrtənəs
gebeurtenisse	χəbˈøːrtənəsə
gebid	χəbˈət
gebie	χəbˈi
gebied	χəbˈit
gebiede	χəbˈidə
gebiedend	χəbˈidənt
gebiedsvoordeel	χəbˈitsfuərdiəl
gebieg	χəbˈiχ
gebind	χəbˈənt
geblaas	χəblˈɑːs
geblaf	χəblˈaf
geblameer	χəblamˈiər
geblikte	χəblˈəktə
geblinddoek	χəblˈənduk
