# Urdu IPA COVERAGE lexicon — undiacritized skeleton ⇥ canonical IPA (UNSTRESSED; weight-stress applied at lookup).
# Replaces the harakat lexicon for Urdu: harakat can't encode majhūl (ی=iː~eː, و=oː~uː); the cross-script Hindi
# gold carries it. Source: silver.hindiurdu.tsv (real Urdu spellings, IPA from the hi g2p — independent of wikipron)
# then the g2p-converted harakat lexicon for the Urdu-native tail. Regenerate: tools/arabic-restorer/build_ur_ipa_lexicon.ts.
آؤ	ɑːʋ
دروازہ	d̪əɾʋɑːzɑ
دروان	d̪əɾʋɑːn
دروبست	d̪əɾoːbəst̪
درود	d̪əɾuːd̪
درودوں	d̪əɾuːd̪oː̃
دروغ	d̪əɾoːɣ
دروغہ	d̪əɾoːɣɑ
دروہ	d̪ɾoːɦ
درویش	d̪əɾʋeːʃ
درپں	d̪əɾpəɳ
درڑھ	d̪ɾɪɽʱ
درک	d̪ɾɪk
درکار	d̪əɾkɑːɾ
درگ	d̪ʊɾɡ
درگاہ	d̪əɾɡɑːɦ
درگندھ	d̪ʊɾɡən̪d̪ʱ
درہ	d̪əɾɾɑ
درہم	d̪ɪɾəm
دری	d̪əɾiː
دریا	d̪əɾjɑː
دریائی	d̪əɾjɑːiː
دریاچہ	d̪əɾʊjɑːt͡ʃɑ
دریودھن	d̪ʊɾjoːd̪ʱən
دزد	d̪əzd̪
دس	d̪əs
دساور	d̪ɪsɑːʋəɾ
دست	d̪əst̪
دستانہ	d̪əst̪ɑːnɑ
دستاویز	d̪əst̪ɑːʋeːz
دستخط	d̪əst̪əxət̪
دستور	d̪əst̪uːɾ
دستوری	d̪əst̪uːɾiː
دستک	d̪əst̪ək
دستکار	d̪əst̪əkɑːɾ
دستکاری	d̪əst̪kɑːɾiː
دستہ	d̪əst̪ɑ
دسمبر	d̪ɪsəmbəɾ
دسنا	d̪ɪsnɑː
دسواں	d̪əsʋɑː̃
دشا	d̪ɪʃɑː
دشت	d̪əʃt̪
دشمن	d̪ʊʃmən
دشمنوں	d̪ʊʃmənoː̃
دشمنی	d̪ʊʃməniː
دشوار	d̪ʊʃʋɑːɾ
دشک	d̪əʃək
دعا	d̪ʊɑː
دعوت	d̪ɑːʋət̪
دعوتی	d̪ɑːʋt̪iː
دعوی	d̪ɑːʋɑː
دغا	d̪əɣɑː
دغدغہ	d̪əɣəd̪ɣɑ
دفتر	d̪əft̪əɾ
دفترشاہ	d̪əft̪əɾʃɑːɦ
دفع	d̪əfɑː
دفعہ	d̪əfɑ
دفن	d̪əfən
دفنانا	d̪əfnɑːnɑː
دق	d̪ɪq
دقت	d̪ɪqqət̪
دقتوں	d̪əqə̲t̪oː̃
دقتیں	d̪əqə̲t̪eː̃
دقیانوسی	d̪əqɪjɑːnuːsiː
دقیقہ	d̪əqiːqɑ
دل	d̪ɪl
دلال	d̪əlɑːl
دلبر	d̪ɪlbəɾ
دلت	d̪əlɪt̪
دلخراش	d̪ɪləxɾɑːʃ
دلدار	d̪ɪld̪ɑːɾ
دلدل	d̪əld̪əl
دلربا	d̪ɪlɾʊbɑː
دلوانا	d̪ɪlʋɑːnɑː
دلچسپ	d̪ɪlt͡ʃəsp
دلکش	d̪ɪlkəʃ
دلکشی	d̪ɪləkʃiː
دلہن	d̪ʊlɦən
دلی	d̪ɪlːiː
دلیری	d̪ɪleːɾiː
دلیل	d̪əliːl
دم	d̪ʊm
دماغ	d̪ɪmɑːɡ
دمبھ	d̪əmbʱ
دمدار	d̪əmd̪ɑːɾ
دمشق	d̪əmɪʃq
دمن	d̪ʊmən
دن	d̪ɪn
دنالی	d̪ʊnɑːliː
دنبال	d̪ʊmbɑːl
دنبالہ	d̪ʊmbɑːlɑ
دنبہ	d̪ʊmbɑ
دنتاولی	d̪ə̃t̪ɑːʋliː
دندان	d̪ən̪d̪ɑːn
دنڈ	d̪əɳɖ
دنکر	d̪ɪnkəɾ
دنگ	d̪əŋɡ
دنگا	d̪əŋɡɑː
دنگل	d̪əŋɡəl
دنیا	d̪ʊnɪjɑː
دنیاداری	d̪ʊnɪjɑːd̪ɑːɾiː
دهتوره	d̪ʱət̪uːɾɑː
دو	d̪oː
دوا	d̪əʋɑː
دوائی	d̪əʋɑːiː
دوات	d̪əʋɑːt̪
دواتیں	d̪ɪʋɑːt̪eː̃
دواخانہ	d̪əʋɑːxɑːnɑ
دوار	d̪ʋɑːɾ
دوارکا	d̪ʋɑːɾkɑː
دوالی	d̪ɪʋɑːliː
دوبارہ	d̪ʊbɑːɾɑ
دوتاواس	d̪uːt̪ɑːʋɑːs
دوج	d̪uːd͡ʒ
دوجا	d̪uːd͡ʒɑː
دوحہ	d̪oːɦɑ
دودمان	d̪uːd̪əmɑːn
دودھ	d̪uːd̪ʱ
دودھی	d̪uːd̪ʱiː
دور	d̪uːɾ
دوران	d̪ɔːɾɑːn
دوربھاش	d̪uːɾbʱɑːʃ
دوربین	d̪uːɾbiːn
دوردرشن	d̪uːɾd̪əɾʃən
دورلیکھ	d̪uːɾleːkʰ
دورگتی	d̪ɔːɾɡət̪j
دورہ	d̪ɔːɾɑ
دوری	d̪uːɾiː
دوزخ	d̪oːzəx
دوس	d̪oːs
دوست	d̪oːst̪
دوستانہ	d̪oːst̪ɑːnɑ
دوستی	d̪oːst̪iː
دوسرا	d̪uːsɾɑː
دوش	d̪oːʃ
دوشنبہ	d̪ʊʃɑːnbeː
دوغلا	d̪oːɣlɑː
دولت	d̪ɔːlət̪
دولتدار	d̪ɔːlət̪d̪ɑːɾ
دولتمند	d̪ɔːlət̪mən̪d̪
دولہا	d̪uːlɦɑː
دولہو	d̪uːləɦoː
دولہوں	d̪uːləɦoː̃
دولہے	d̪uːləɦeː
دومنہا	d̪oːmʊ̃ɦɑː
دون	d̪uːn
دونا	d̪uːnɑː
دونمہ	d̪uːnəmɑ
دوپٹوں	d̪oːpə̲ʈoː̃
دوپٹہ	d̪ʊpəʈʈɑ
دوپٹے	d̪oːpə̲ʈeː
دوپہر	d̪oːpɦəɾ
دوڑنا	d̪ɔːɽnɑː
دوکی	d̪uːkiː
دوگنا	d̪oːɡə̲nɑː
دوہا	d̪oːɦɑː
دوہرانا	d̪oːɦɾɑːnɑː
دوہرنا	d̪oːɦəɾnɑː
دوہن	d̪oːɦən
دوی	d̪ɪʋɪ
دویویدی	d̪ʋɪʋeːd̪iː
دوے	d̪əʋeː
ديتيه	d̪ɛːt̪j
دپنا	d̪ɪpnɑː
دچھتی	d̪ʊt͡ʃʰət̪ːiː
دڑھ	d̪ɪɽʱ
دکان	d̪ʊkɑːn
دکشن	d̪əkʃɪɳ
دکھ	d̪ʊhkʰ
دکھانا	d̪ɪkʰɑːnɑː
دکھاوا	d̪ɪkʰɑːʋɑː
دکھاوٹ	d̪ɪkʰɑːʋəʈ
دکھن	d̪əkʰːɪn
دکھنا	d̪ɪkʰnɑː
دکی	d̪ʊkːiː
دگدھ	d̪ʊɡd̪ʱ
دگنا	d̪ʊɡnɑː
دھائی	d̪ʱɑːiː
دھات	d̪ʱɑːt̪ʊ
دھار	d̪ʱɑːɾ
دھارمک	d̪ʱɑːɾmɪk
دھان	d̪ʱɑːn
دھاندلی	d̪ʱɑːnd̪liː
دھانیہ	d̪ʱɑːnj
دھاگا	d̪ʱɑːɡɑː
دھای	d̪ʱɑːj
دھبا	d̪ʱəbːɑː
دھت	d̪ʱət̪
دھدھکنا	d̪ʱəd̪ʱəknɑː
دھرتی	d̪ʱəɾt̪iː
دھرم	d̪ʱəɾm
دھرنا	d̪ʱəɾnɑː
دھری	d̪ʱʊɾiː
دھشم	d̪ʱɪʃʊmː
دھلنا	d̪ʱʊlnɑː
دھماکہ	d̪ʱəmɑːkɑ
دھماکیدار	d̪ʱəmɑːkeːd̪ɑːɾ
دھمنی	d̪ʱəmniː
دھمکانا	d̪ʱəmkɑːnɑː
دھن	d̪ʱən
دھنباد	d̪ʱənbɑːd̪
دھند	d̪ʱʊn̪d̪
دھندھ	d̪ʱʊn̪d̪ʱ
دھندھا	d̪ʱən̪d̪ʱɑː
دھندیں	d̪ʱənəd̪eː̃
دھنسانا	d̪ʱə̃sɑːnɑː
دھنسنا	d̪ʱə̃snɑː
دھنش	d̪ʱənʊʃ
دھنو	d̪ʱənʊ
دھنی	d̪ʱəniː
دھنیا	d̪ʱənɪjɑː
دھوئیں	d̪ʱoːeː̃
دھواں	d̪ʱʊɑː̃
دھوبی	d̪ʱoːbiː
دھوج	d̪ʱʋəd͡ʒ
دھور	d̪ʱuːɾ
دھوسر	d̪ʱuːsəɾ
دھول	d̪ʱuːl
دھوم	d̪ʱuːm
دھونا	d̪ʱoːnɑː
دھوندھر	d̪ʱʊɾən̪d̪ʱəɾ
دھونی	d̪ʱʋənɪ
دھوپ	d̪ʱuːp
دھوپوں	d̪ʱuːpoː̃
دھوپیں	d̪ʱuːpeː̃
دھوکہ	d̪ʱoːkʰɑ
دھڑکن	d̪ʱəɽkən
دھڑکنا	d̪ʱəɽəknɑː
دھڑکنوں	d̪ʱəɽkənoː̃
دھڑکنیں	d̪ʱəɽkəneː̃
دھکا	d̪ʱəkːɑː
دھکار	d̪ʱɪkːɑːɾ
دھکیلنا	d̪ʱəkeːlnɑː
دھی	d̪ʱiː
دھیان	d̪ʱjɑːn
دھیرا	d̪ʱiːɾɑː
دھیرج	d̪ʱiːɾəd͡ʒ
دھیریہ	d̪ʱɛːɾj
دھیرے	d̪ʱiːɾeː
دھیما	d̪ʱiːmɑː
دھیمے	d̪ʱiːmeː
دھیور	d̪ʱiːʋəɾ
دہ	d̪ɪɦ
دہائی	d̪ʊɦɑːiː
دہاتو	d̪əɦɑːt̪ʊ
دہاڑا	d̪ɪɦɑːɽɑː
دہتا	d̪ʊɦɪt̪ɑː
دہر	d̪ɛɦɛɾ
دہشت	d̪əɦʃət̪
دہلا	d̪əɦlɑː
دہلوی	d̪əɦlɪʋiː
دہلی	d̪eːɦliː
دہلیز	d̪əɦliːz
دہن	d̪ɛɦɛn
دہنا	d̪ʊɦnɑː
دہک	d̪ɛɦɛk
دہکانا	d̪əɦkɑːnɑː
دہکنا	d̪ɛɦɛknɑː
دہی	d̪əɦiː
دہیز	d̪əɦeːz
دیا	d̪əjɑː
دیاوان	d̪əjɑːʋɑːn
دیجئے	d̪iːd͡ʒɪʲeː
دیجیے	d̪iːd͡ʒɪjeː
دیدار	d̪iːd̪ɑːɾ
دیدی	d̪iːd̪iː
دیر	d̪eːɾ
دیرگھ	d̪iːɾɡʱ
دیز	d̪eːz
دیس	d̪eːs
دیسو	d̪eːsoː
دیسوں	d̪eːsoː̃
دیسی	d̪eːsiː
دیش	d̪eːʃ
دیشج	d̪eːʃəd͡ʒ
دیشواسی	d̪eːʃʋɑːsiː
دیشی	d̪eːʃiː
دین	d̪ɛːn
دینا	d̪eːnɑː
دینار	d̪iːnɑːɾ
دیندا	d̪iːnt̪ɑː
دینی	d̪iːniː
دینے	d̪eːneː
دیو	d̪eːʋ
دیوار	d̪iːʋɑːɾ
دیوان	d̪iːʋɑːn
دیوانگی	d̪iːʋɑːnɡiː
دیوانہ	d̪iːʋɑːnɑ
دیوتا	d̪eːʋt̪ɑː
دیور	d̪eːʋəɾ
دیورانی	d̪eːʋɾɑːniː
دیول	d̪eːʋəl
دیوناگری	d̪eːʋnɑːɡɾiː
دیوٹ	d̪iːʋəʈ
دیوی	d̪eːʋiː
دیٹھ	d̪iːʈʰ
دیپ	d̪iːp
دیپا	d̪iːpɑː
دیپاتو	d̪iːpɑːt̪ʊ
دیپاولی	d̪iːpɑːʋliː
دیپک	d̪iːpək
دیپکا	d̪iːpɪkɑː
دیڑھ	ɖeːɽʱ
دیکھنا	d̪eːkʰnɑː
دیکھنے	d̪eːkʰneː
دیگچی	d̪eːɡət͡ʃiː
دیہ	d̪eːɦ
دیہات	d̪eːɦɑːt̪
دیہاتی	d̪eːɦɑːt̪iː
دے	d̪eː
ذائقہ	zɑːjqɑ
ذات	zɑːt̪
ذاتی	zɑːt̪iː
ذخیرہ	zəxiːɾɑ
ذرا	zəɾɑː
ذرہ	zəɾɾɑ
ذریعہ	zəɾɪjɑ
ذلالت	zəlɑːlət̪
ذلت	zɪlːət̪
ذلیل	zəliːl
ذمہ	zɪmːɑ
ذکر	zɪkɾ
ذہن	zeːɦən
ذیابیطس	zʊjɑːbiːt̪əs
رئیس	ɾəiːs
رائتہ	ɾɑːjt̪ɑ
رائفل	ɾɑːɪfəl
رائی	ɾɑːiː
رائے	ɾɑːj
رابطہ	ɾɑːbt̪ɑ
رابڑی	ɾɑːbɽiː
رات	ɾɑːt̪
راتا	ɾɑːt̪ɑː
راتیں	ɾɑːt̪eː̃
راج	ɾɑːd͡ʒ
راجا	ɾɑːd͡ʒɑː
راجدھانی	ɾɑːd͡ʒd̪ʱɑːniː
راجستھان	ɾɑːd͡ʒəst̪ʰɑːn
راجستھانی	ɾɑːd͡ʒəst̪ʰɑːniː
راجشاہی	ɾɑːd͡ʒʃɑːɦiː
راجما	ɾɑːd͡ʒmɑː
راجمحل	ɾɑːd͡ʒəmɦəl
راجنیتی	ɾɑːd͡ʒniːt̪ɪ
راجپوت	ɾɑːd͡ʒpuːt̪
راجکوٹ	ɾɑːd͡ʒkoːʈ
راجیش	ɾɑːd͡ʒeːʃ
راجیہ	ɾɑːd͡ʒj
راحت	ɾɑːɦət̪
راحتو	ɾɑːɦə̲t̪oː
راحتوں	ɾɑːɦə̲t̪oː̃
راحتیں	ɾɑːɦə̲t̪eː̃
رار	ɾɑːɾ
راز	ɾɑːz
راس	ɾɑːs
راستہ	ɾɑːst̪ɑ
راشٹر	ɾɑːʃʈɾ
راضی	ɾɑːziː
رال	ɾɑːl
رام	ɾɑːm
راماین	ɾɑːmɑːjəɳ
رامراجیہ	ɾɑːmɾɑːd͡ʒj
ران	ɾɑːn
رانبھنا	ɾɑː̃bʱnɑː
رانجھا	ɾɑː̃d͡ʒʱɑː
رانچی	ɾɑː̃t͡ʃiː
رانی	ɾɑːniː
رانیاں	ɾɑːnʊjɑː̃
رانیو	ɾɑːnʊjoː
رانیوں	ɾɑːnʊjoː̃
راوت	ɾɑːʋət̪
راولپنڈی	ɾɑːʋəlpɪɳɖiː
راوی	ɾɑːʋiː
راٹھور	ɾɑːʈʰɔːɾ
راٹھوڑ	ɾɑːʈʰɔːɽ
راڑ	ɾɑːɽ
راڑی	ɾɑːɽiː
راڑیا	ɾɑːɽɪjɑː
راک	ɾɔːk
راکٹ	ɾɔːkeːʈ
راکھ	ɾɑːkʰ
راکھس	ɾɑːkʰəs
راکھشس	ɾɑːkʃəs
راکھی	ɾɑːkʰiː
راکھیں	ɾɑːkʰeː̃
راگ	ɾɑːɡ
راگی	ɾɑːɡiː
راہ	ɾɑːɦ
راہتیہ	ɾɑːɦɪt̪j
راہی	ɾɑːɦiː
رب	ɾəb
رباط	ɾəbɑːt̪
ربڑی	ɾəbɽiː
ربی	ɾəbːiː
ربیع	ɾəbiː
رت	ɾʊt̪
رتالو	ɾət̪ɑːluː
رتلکش	ɾət̪ɪləkʃ
رتن	ɾət̪ən
رتناولی	ɾət̪nɑːʋliː
رتو	ɾɪt̪ʊ
رتکرم	ɾət̪ɪkəɾm
رتھ	ɾət̪ʰ
رتی	ɾət̪ɪ
رجت	ɾəd͡ʒət̪
رجحان	ɾʊd͡ʒʱɑːn
رجھنا	ɾʊd͡ʒʱnɑː
رحم	ɾɛɦɛm
رحمان	ɾəɦmɑːn
رحمن	ɾəɦmɑːn
رحیم	ɾəɦiːm
رخ	ɾʊx
رخسار	ɾʊxsɑːɾ
رخصت	ɾʊxsət̪
رخصتی	ɾəxsət̪iː
رد	ɾəd̪ː
ردراکش	ɾʊd̪ɾɑːkʃ
رریانا	ɾɪɾɪjɑːnɑː
رریاہٹ	ɾɪɾɪjɑːɦəʈ
رزق	ɾɪzq
رزلٹ	ɾɪzəlʈ
رس	ɾəs
رسا	ɾəsːɑː
رساؤ	ɾɪsɑːʋ
رسالدار	ɾɪsɑːld̪ɑːɾ
رسالہ	ɾɪsɑːlɑ
رسانا	ɾɪsɑːnɑː
رسبھری	ɾəsəbʱɾiː
رستم	ɾʊst̪əm
رستہ	ɾəst̪ɑ
رسد	ɾəsəd̪
رسم	ɾəsm
رسن	ɾəsən
رسنا	ɾɪsnɑː
رسوئی	ɾəsoːiː
رسوا	ɾʊsʋɑː
رسول	ɾəsuːl
رسولو	ɾəsuːloː
رسولوں	ɾəsuːloː̃
رسی	ɾəsːiː
رسید	ɾəsiːd̪
رسیدیں	ɾəsiːd̪eː̃
رشتہ	ɾɪʃt̪ɑ
رشوت	ɾɪʃʋət̪
رشک	ɾəʃk
رشی	ɾɪʃɪ
رشیا	ɾəʃɪjɑː
رشیو	ɾəʃʊjoː
رشیوں	ɾəʃʊjoː̃
رضائی	ɾəzɑːiː
رضامند	ɾəzɑːmən̪d̪
رعایا	ɾɪʲɑːjɑː
رعایت	ɾɪjɑːjət̪
رعب	ɾoːb
رعیت	ɾɛːjət̪
رفتار	ɾəft̪ɑːɾ
رفتہ	ɾəft̪ɑ
رفع	ɾəfʔ
رفقا	ɾəfə̲qɑː
رفو	ɾəfuː
رفیج	ɾəfeːd͡ʒ
رقاصہ	ɾəqqɑːsɑ
رقبہ	ɾəqbɑ
رقص	ɾəqs
رقم	ɾəqəm
رقیب	ɾəqiːb
رم	ɾəm
رمبھا	ɾəmbʱɑː
رمضان	ɾəmzɑːn
رمی	ɾəmiː
رن	ɾən
رنج	ɾəɲd͡ʒ
رنجاتو	ɾəɲd͡ʒɑːt̪ʊ
رنجش	ɾəɲd͡ʒɪʃ
رنجیدگی	ɾəɲd͡ʒiːd̪ɡiː
رنجیدہ	ɾəɲd͡ʒiːd̪ɑ
رندہ	ɾən̪d̪ɑ
رنڈی	ɾəɳɖiː
رنک	ɾəŋk
رنگ	ɾəŋɡ
رنگت	ɾəŋɡət̪
رنگنا	ɾəŋɡənɑː
رنگولی	ɾəŋɡoːliː
رنگین	ɾəŋɡiːn
رو	ɾuː
روا	ɾəʋɑː
رواج	ɾɪʋɑːd͡ʒ
روانڈا	ɾəʋɑːɳɖɑː
روانگی	ɾɪʋɑːnəɡiː
روانہ	ɾəʋɑːnɑ
روانی	ɾəʋɑːniː
رواں	ɾəʋɑː̃
روبارو	ɾuːbɾuː
روبل	ɾuːbəl
روبوٹ	ɾoːboːʈ
روح	ɾuːɦ
روحانی	ɾuːɦɑːniː
روحانیت	ɾuːɦɑːnɪjət̪
روحو	ɾuːɦoː
روحوں	ɾuːɦoː̃
روحیں	ɾuːɦeː̃
رود	ɾuːd̪
روز	ɾoːz
روزانہ	ɾoːzɑːnɑ
روزمرہ	ɾoːzməɾɾɑ
روزن	ɾɔːzən
روزنامچہ	ɾoːznɑːmt͡ʃɑ
روزنامہ	ɾoːznɑːmɑ
روزگار	ɾoːzɡɑːɾ
روزہ	ɾoːzɑ
روزی	ɾoːziː
روس	ɾuːs
روسنا	ɾuːsnɑː
روسی	ɾuːsiː
روشن	ɾɔːʃən
روشنی	ɾoːʃniː
روغن	ɾoːɣən
رولنا	ɾoːlnɑː
روم	ɾoːm
رومال	ɾuːmɑːl
رومان	ɾuːmɑːn
رومانس	ɾoːmɑːns
رومانیہ	ɾoːmɑːnɪjɑ
رومی	ɾuːmiː
رونا	ɾoːnɑː
روندنا	ɾɔːn̪d̪ənɑː
رونق	ɾɔːnəq
رونگٹا	ɾoːŋɡəʈɑː
روٹھ	ɾuːʈʰ
روٹھا	ɾuːʈʰɑː
روٹھنا	ɾuːʈʰnɑː
روٹی	ɾoːʈiː
روپ	ɾuːp
روپا	ɾuːpɑː
روپنا	ɾoːpnɑː
روپگ	ɾuːpək
روپیا	ɾuːpjɑː
روپیہ	ɾʊpjɑ
روچاتو	ɾoːt͡ʃɑːt̪ʊ
روچڈیل	ɾoːt͡ʃəɖeːl
روچک	ɾoːt͡ʃək
روڈ	ɾoːɖ
روک	ɾoːk
روکنا	ɾoːknɑː
روکڑ	ɾoːkəɽ
روکھا	ɾuːkʰɑː
روگ	ɾoːɡ
روہتک	ɾoːɦt̪ək
روہن	ɾoːɦəɳ
روہنگیا	ɾoːɦɪŋɡjɑː
روہو	ɾoːɦuː
روی	ɾəʋɪ
رویہ	ɾəʋɛːjɑ
ريت	ɾiːt̪
ريس	ɾiːs
رٹنا	ɾəʈnɑː
رپٹنا	ɾəpəʈnɑː
رچرا	ɾʊt͡ʃɪɾɑː
رچنا	ɾət͡ʃnɑː
رکابی	ɾəkɑːbiː
رکاوٹ	ɾʊkɑːʋəʈ
رکت	ɾəkt̪
رکشا	ɾəkʃɑː
رکشہ	ɾɪkʃɑ
رکنا	ɾʊknɑː
رکھنا	ɾəkʰnɑː
رکھوالا	ɾəkʰʋɑːlɑː
رکھوانا	ɾəkʰʋɑːnɑː
رگ	ɾəɡ
رگبی	ɾəɡbiː
رگوید	ɾɪɡʋeːd̪
رگڑن	ɾəɡɽən
رگڑنا	ɾəɡəɽnɑː
رہ	ɾəɦ
رہا	ɾəɦɑː
رہائی	ɾɪɦɑːiː
رہبر	ɾəɦbəɾ
رہسیہ	ɾɛɦɛsj
رہنا	ɾəɦnɑː
رہنما	ɾəɦnʊmɑː
رہٹ	ɾɛɦɛʈ
رہی	ɾəɦiː
رہے	ɾəɦeː
ریاست	ɾɪjɑːsət̪
ریاستہا	ɾʊjɑːsət̪əɦɑː
ریاض	ɾɪjɑːz
ریاضی	ɾʊjɑːziː
ریب	ɾɛːb
ریبا	ɾiːt̪ɑː
ریت	ɾeːt̪
ریتوں	ɾeːt̪oː̃
ریتیں	ɾeːt̪eː̃
ریجھنا	ɾiːd͡ʒʱnɑː
ریختہ	ɾeːxt̪ɑ
ریزگاری	ɾeːzɡɑːɾiː
ریستراں	ɾeːst̪əɾɑː̃
ریش	ɾeːʃ
ریشم	ɾeːʃəm
ریشمی	ɾeːʃmiː
ریشہ	ɾeːʃɑ
ریل	ɾeːl
رین	ɾɛːn
رینگنا	ɾeːŋɡənɑː
ریوڑی	ɾeːʋɽiː
ریٹ	ɾeːʈ
ریپھ	ɾeːpʰ
ریچھ	ɾiːt͡ʃʰ
ریڈیو	ɾeːɖɪjoː
ریڑھ	ɾiːɽʱ
ریکھا	ɾeːkʰɑː
ریگ	ɾeːɡ
ریگستان	ɾeːɡɪst̪ɑːn
رے	ɾeː
زار	zɑːɾ
زبان	d͡ʒəbɑːn
زبانی	zəbɑːniː
زبانیں	zəbɑːneː̃
زبردست	zəbəɾd̪əst̪
زبردستی	zəbəɾd̪əst̪iː
زحمت	zəɦmət̪
زخم	zəxm
زخمی	zəxmiː
زر	zəɾ
زرتشت	zəɾət̪əʃt̪
زرتھشترہ	zəɾt̪ʰʊʃt̪ɾ
زرد	zəɾd̪
زردہ	zəɾd̪ɑ
زرشک	zəɾəʃk
زرہ	zɪɾəɦ
زعفران	zɑːfɾɑːn
زلت	zɪlːət̪
زلزلو	zəlzəloː
زلزلوں	zəlzəloː̃
زلزلہ	zələzlɑ
زلزلے	zəlzəleː
زلف	zʊlf
زلفیں	zələfeː̃
زمانہ	zəmɑːnɑ
زمبابوے	zɪmbɑːbʋeː
زمین	zəmiːn
زمیندار	zəmiːn̪d̪ɑːɾ
زمینی	zəmiːniː
زمینیں	zəmiːneː̃
زنا	zɪnɑː
زناخی	zənɑːxiː
زنانہ	zənɑːnɑ
زنبورک	zəmbuːɾək
زنجیر	zəɲd͡ʒiːɾ
زنجیریں	zənəd͡ʒiːɾeː̃
زندگانی	zɪn̪d̪əɡɑːniː
زندگی	zɪn̪d̪əɡiː
زندگیاں	zənd̪əɡʊjɑː̃
زندگیو	zənd̪əɡʊjoː
زندگیوں	zənd̪əɡʊjoː̃
زندہ	zɪn̪d̪ɑ
زنگ	zəŋɡ
زنگار	zəŋɡɑːɾ
زنگبار	zənɡbɑːɾ
زوال	zəʋɑːl
زوجہ	zɔːd͡ʒɑ
زور	zoːɾ
زوردار	zoːɾd̪ɑːɾ
زون	zoːn
زچہ	zət͡ʃːɑ
زک	zək
زکات	zəkɑːt̪
زکام	zʊkɑːm
زکریا	zəkɾɪjjɑː
زہ	zeːɦ
زہد	zoːɦəd̪
زہر	zɛɦɛɾ
زہرہ	zoːɦɾɑ
زہریلا	zəɦɾiːlɑː
زہریلی	zəɦɾiːliː
زیادتی	zjɑːd̪t̪iː
زیادتیاں	zʊjɑːd̪ə̲t̪ʊjɑː̃
زیادتیوں	zʊjɑːd̪ə̲t̪ʊjoː̃
زیادہ	zjɑːd̪ɑ
زیارت	zʊjɑːɾət̪
زیتون	d͡ʒɛːt̪uːn
زیر	zeːɾ
زیربند	zeːɾəbənd̪
زیرہ	ziːɾɑ
زین	ziːn
زینتو	ziːnə̲t̪oː
زینتوں	ziːnə̲t̪oː̃
زینتیں	ziːnə̲t̪eː̃
زینہ	ziːnɑ
زیور	zeːʋəɾ
زیورات	zeːʋɾɑːt̪
زیورخ	zjuːɾɪx
سؤر	suːəɾ
سا	sɑː
ساؤتھمپٹن	sɑːʊt̪ʰɦɛːmpəʈən
سائبان	sɑːjbɑːn
سائن	sɑːjən
سائپرس	sɑːɪpɾəs
سائی	sɑː̃iː
سائیکل	sɑːɪkəl
سابق	sɑːbɪq
سات	sɑːt̪
ساتواں	sɑːt̪ʋɑː̃
ساتھ	sɑːt̪ʰ
ساتھی	sɑːt̪ʰiː
ساجن	sɑːd͡ʒən
ساجھی	sɑːd͡ʒʱiː
ساحر	sɑːɦɪɾ
ساحرہ	sɑːɦɪɾɑ
ساحری	sɑːɦɪɾiː
ساحل	sɑːɦɪl
ساحلی	sɑːɦə̲liː
ساخت	sɑːxt̪
ساد	sɑːd̪
سادگی	sɑːd̪ɡiː
سادھ	sɑːd̪ʱ
سادھارن	sɑːd̪ʱɑːɾəɳ
سادھنا	sɑːd̪ʱnɑː
سادھوی	sɑːd̪ʱʋiː
سادہ	sɑːd̪ɑ
سارا	sɑːɾɑː
سارتهک	sɑːɾt̪ʰək
سارتھ	sɑːɾt̪ʰ
سارس	sɑːɾəs
سارنا	sɑːɾnɑː
سارہ	sɑːɾɑ
ساری	sɔːɾiː
ساز	sɑːz
سازش	sɑːzɪʃ
ساس	sɑːs
ساسن	sɑːsən
ساسیج	sɔːseːd͡ʒ
ساسیں	sɑːseː̃
ساقی	sɑːkiː
سال	sɑːl
سالا	sɑːlɑː
سالار	sɑːlɑːɾ
سالانہ	sɑːlɑːnɑ
سالن	sɑːlən
سالگرہ	sɑːlɡɪɾəɦ
سالی	sɑːliː
سام	sɑːm
سامان	sɑːmɑːn
سامبر	sɑːmbəɾ
سامبھر	sɑː̃bʱəɾ
سامراجیہ	sɑːmɾɑːd͡ʒj
سامری	sɑːmɾiː
سامریہ	sɑːmɾɪjɑ
سامنا	sɑːmnɑː
سامنے	sɑːmneː
ساموا	səmoːɑː
ساموید	sɑːmʋeːd̪
سامھنے	sɑːmɦəneː
سامی	sɑːmiː
سان	sɑːn
سانتاکروز	sɑːn̪t̪ɑːkɾuːz
سانجھ	sɑː̃d͡ʒʱ
سانس	sɑː̃s
ساننا	sɑːnnɑː
سانولا	sɑː̃ʋlɑː
سانپ	sɑː̃p
سانچا	sɑː̃t͡ʃɑː
سانڈ	sɑː̃ɽ
سانی	sɑːniː
ساودھان	sɑːʋd̪ʱɑːn
ساورکر	sɑːʋəɾkəɾ
ساون	sɑːʋən
ساٹھ	sɑːʈʰ
ساچ	sɑːt͡ʃ
ساڑھے	sɑːɽʱeː
ساڑی	sɑːɽiː
ساکشات	sɑːkʃɑːt̪
ساکشیہ	sɑːkʃj
ساکن	sɑːkɪn
ساکنان	sɑːkɪnɑːn
ساکھ	sɑːkʰ
ساکھی	sɑːkʰiː
ساکی	sɑːkiː
ساکے	sɑːkeː
ساگ	sɑːɡ
